scientific_name,longitude,latitude,checklist_id,country,observer_id,sampling_event_identifier,observation_count,state_code,locality_id,protocol_type,observation_date,year,month,time_observations_started,duration_minutes,effort_distance_km,number_observers
Turdus amaurochalinus,-57.1843529,-28.5392906,S57879238,Argentina,obs500739,S57879238,,AR-W,L7653297,Traveling,01-09-05,2005,9,14,180,3,2
Turdus amaurochalinus,-48.2984991,-24.3122471,S37252684,Brazil,obs527452,S37252684,2,BR-SP,L972187,Traveling,27-09-05,2005,9,14.25,240,4.828,3
Turdus amaurochalinus,-60.6327832,-32.121891,S46366830,Argentina,obs294601,S46366830,1,AR-E,L974718,Traveling,06-09-05,2005,9,9,180,1,3
Turdus amaurochalinus,-64.2957666,-31.3442176,S66294186,Argentina,obs500739,S66294186,,AR-X,L11037867,Stationary,04-01-06,2006,1,9.5,30,0,2
Turdus amaurochalinus,-64.828,-18.136,S9235466,Bolivia,obs112693,S9235466,,BO-C,L1106731,Traveling,14-10-06,2006,10,6,180,0.966,1
Turdus amaurochalinus,-48.6419602,-26.0814092,S9359052,Brazil,obs201857,S9359052,2,BR-SC,L1341457,Traveling,07-09-06,2006,9,14,240,2,1
Turdus amaurochalinus,-64.2238889,-13.1830556,S95133626,Bolivia,obs1089184,S95133626,1,BO-B,L16462101,Traveling,25-08-06,2006,8,7,180,5,3
Turdus amaurochalinus,-44.5305729,-22.3273177,S105059294,Brazil,obs1129700,S105059294,2,BR-RJ,L18157335,Traveling,02-05-06,2006,5,7.5,240,5,1
Turdus amaurochalinus,-67.5520902,-14.2950059,S103525282,Bolivia,obs2315114,S103525282,1,BO-L,L18181647,Traveling,16-07-06,2006,7,7,120,5,2
Turdus amaurochalinus,-64.8454564,-17.1613491,S112386536,Bolivia,obs1058232,S112386536,30,BO-C,L19516251,Traveling,28-07-06,2006,7,6.5,300,4,2
Turdus amaurochalinus,-58.0685806,-34.8645247,S15012005,Argentina,obs239338,S15012005,,AR-B,L2168779,Traveling,06-10-06,2006,10,17,150,1,1
Turdus amaurochalinus,-58.2126904,-31.8629794,S15917769,Argentina,obs433235,S15917769,1,AR-E,L2445723,Traveling,28-01-06,2006,1,6.4,180,2,1
Turdus amaurochalinus,-58.107183,-34.8320701,S9766924,Argentina,obs239338,S9766924,,AR-B,L2763504,Traveling,22-10-06,2006,10,17,300,3,1
Turdus amaurochalinus,-65.2789485,-10.8571411,S18157518,Brazil,obs412230,S18157518,,BR-RO,L2818116,Traveling,05-08-06,2006,8,14.16666667,230,1.5,1
Turdus amaurochalinus,-65.2231264,-10.8965116,S18174380,Brazil,obs412230,S18174380,,BR-RO,L2820436,Traveling,07-08-06,2006,8,6.5,285,3,2
Turdus amaurochalinus,-49.1704166,-26.6433046,S19630818,Brazil,obs360030,S19630818,,BR-SC,L3043292,Traveling,11-11-06,2006,11,6,300,3,1
Turdus amaurochalinus,-48.0302578,-15.8321411,S24155603,Brazil,obs335836,S24155603,1,BR-DF,L3536051,Traveling,02-09-06,2006,9,7.5,240,2,3
Turdus amaurochalinus,-56.4031649,-21.4918073,S80022898,Brazil,obs692284,S80022898,,BR-MS,L3721188,Traveling,20-05-06,2006,5,7,120,2,2
Turdus amaurochalinus,-47.81049,-15.8226,S24162253,Brazil,obs335836,S24162253,1,BR-DF,L3771933,Traveling,17-09-06,2006,9,8,150,1,3
Turdus amaurochalinus,-47.7886498,-15.6406167,S24163272,Brazil,obs335836,S24163272,1,BR-DF,L3772019,Traveling,30-07-06,2006,7,7.666666667,180,1,1
Turdus amaurochalinus,-49.073721,-27.005093,S24563128,Brazil,obs360030,S24563128,,BR-SC,L3825897,Traveling,15-11-06,2006,11,6.5,300,2,2
Turdus amaurochalinus,-49.6777296,-26.7136054,S35072893,Brazil,obs360030,S35072893,,BR-SC,L3915271,Traveling,12-12-06,2006,12,6.5,8,4.828,2
Turdus amaurochalinus,-45.0551248,-22.1127182,S27788383,Brazil,obs661287,S27788383,,BR-MG,L3959195,Traveling,13-04-06,2006,4,9,180,3,1
Turdus amaurochalinus,-57.5189209,-25.2496644,S3298236,Paraguay,obs41831,S3298236,2,PY-11,L470554,Traveling,18-05-06,2006,5,8,180,2.414,2
Turdus amaurochalinus,-57.6598549,-25.3321573,S3310549,Paraguay,obs41831,S3310549,4,PY-ASU,L470701,Stationary,19-05-06,2006,5,14,30,0,2
Turdus amaurochalinus,-57.5093937,-25.282808,S3335463,Paraguay,obs41831,S3335463,3,PY-11,L473689,Traveling,28-05-06,2006,5,8,180,1.609,1
Turdus amaurochalinus,-71.5945,-13.1620833,S144707714,Peru,obs2468415,S144707714,2,PE-CUS,L599441,Traveling,26-10-06,2006,10,9,300,3,10
Turdus amaurochalinus,-43.0728114,-22.3772023,S38035336,Brazil,obs203193,S38035336,,BR-RJ,L6066842,Traveling,02-09-06,2006,9,6,180,0.805,2
Turdus amaurochalinus,-68.754364,-11.0142621,S5609438,Bolivia,obs34033,S5609438,1,BO-N,L811816,Traveling,01-02-06,2006,2,7,100,2.897,1
Turdus amaurochalinus,-42.0339081,-22.4281294,S103106383,Brazil,obs1129700,S103106383,6,BR-RJ,L9675257,Traveling,22-09-06,2006,9,9.25,240,4.5,3
Turdus amaurochalinus,-44.7110939,-22.4563834,S95455743,Brazil,obs162737,S95455743,2,BR-RJ,L972134,Traveling,12-09-06,2006,9,5.766666667,180,4,6
Turdus amaurochalinus,-56.4531833,-21.4590024,S104685413,Brazil,obs692284,S104685413,,BR-MS,L10096791,Traveling,04-10-07,2007,10,15.33333333,180,2,1
Turdus amaurochalinus,-47.213605,-24.025805,S61781627,Brazil,obs511116,S61781627,1,BR-SP,L10202840,Stationary,14-10-07,2007,10,8,210,0,1
Turdus amaurochalinus,-48.6803073,-26.2278877,S14818833,Brazil,obs201857,S14818833,,BR-SC,L1034337,Traveling,20-07-07,2007,7,9,180,2,1
Turdus amaurochalinus,-63.155,-17.9,S9249565,Bolivia,obs112693,S9249565,,BO-S,L1327949,Traveling,02-09-07,2007,9,7,180,1.77,1
Turdus amaurochalinus,-63.1656,-17.91,S9249566,Bolivia,obs112693,S9249566,,BO-S,L1327950,Stationary,02-09-07,2007,9,9.5,60,0,1
Turdus amaurochalinus,-65.7048929,-26.8290447,S128187410,Argentina,obs1411808,S128187410,,AR-T,L22566925,Traveling,16-02-07,2007,2,9,120,2,2
Turdus amaurochalinus,-55.3755,-34.7976667,S32613346,Uruguay,obs521964,S32613346,,UY-MA,L2763322,Traveling,11-01-07,2007,1,8.5,120,1,2
Turdus amaurochalinus,-47.88378,-15.7455,S24155999,Brazil,obs335836,S24155999,1,BR-DF,L3535935,Traveling,15-12-07,2007,12,8,150,1,8
Turdus amaurochalinus,-65.2744102,-27.4261172,S24864841,Argentina,obs419506,S24864841,1,AR-T,L3884021,Traveling,01-11-07,2007,11,12.5,90,5,2
Turdus amaurochalinus,-49.0380028,-27.0283833,S34958504,Brazil,obs360030,S34958504,,BR-SC,L5537659,Traveling,18-04-07,2007,4,6.5,8,3.219,4
Turdus amaurochalinus,-49.1570194,-27.1061056,S34958511,Brazil,obs360030,S34958511,,BR-SC,L5537664,Traveling,14-09-07,2007,9,6.5,10,3.219,4
Turdus amaurochalinus,-49.11195,-27.0077806,S34958513,Brazil,obs360030,S34958513,,BR-SC,L5537666,Traveling,15-11-07,2007,11,6.5,10,3.219,4
Turdus amaurochalinus,-63.8999981,-32.8074851,S42414861,Argentina,obs428785,S42414861,3,AR-X,L6807285,Traveling,08-04-07,2007,4,14,240,5,1
Turdus amaurochalinus,-71.3759142,-12.8712181,S123715516,Peru,obs486435,S123715516,1,PE-MDD,L7927352,Traveling,01-09-07,2007,9,15.5,150,2.414,9
Turdus amaurochalinus,-63.1425476,-17.6578445,S14411323,Bolivia,obs395059,S14411323,,BO-S,L831326,Traveling,08-06-07,2007,6,6.5,210,2,3
Turdus amaurochalinus,-58.2115746,-31.8714351,S42833296,Argentina,obs919707,S42833296,,AR-E,L951685,Traveling,11-10-07,2007,10,8.5,240,5,1
Turdus amaurochalinus,-46.6421986,-23.4310403,S15561032,Brazil,obs300729,S15561032,1,BR-SP,L952126,Traveling,09-12-07,2007,12,10.5,180,4.828,2
Turdus amaurochalinus,-64.5196152,-23.7437903,S59516016,Argentina,obs267395,S59516016,2,AR-Y,L9877371,Traveling,23-07-07,2007,7,13,120,2,3
Turdus amaurochalinus,-58.8841965,-34.2030489,G8214142,Argentina,"obs1159255,obs532659","S107599366,S97653794",4,AR-B,L11718398,Traveling,01-10-06,2006,10,9,240,4,2
Turdus amaurochalinus,-58.3750428,-34.5951855,G1956910,Argentina,"obs95598,obs432890,obs523174","S12670049,S31944603,S37559987",,AR-C,L1894588,Stationary,04-01-06,2006,1,10,30,0,2
Turdus amaurochalinus,-46.2775,-20.3736,G10285623,Brazil,"obs149818,obs205067","S138717920,S24966203",1,BR-MG,L1123066,Stationary,06-11-07,2007,11,7.25,35,0,4
Turdus amaurochalinus,-43.618653,-19.312728,G10285638,Brazil,"obs149818,obs205067","S138717936,S24956291",2,BR-MG,L8076530,Traveling,04-11-07,2007,11,9.166666667,120,3.219,4
Turdus amaurochalinus,-64.4979858,-30.9805917,G734750,Argentina,"obs423266,obs426915","S15764912,S15766274",,AR-X,L2412959,Traveling,13-02-07,2007,2,14,300,3,5
Turdus amaurochalinus,-66.6540527,-32.0022532,G744503,Argentina,"obs423266,obs426915","S15949237,S15949314",,AR-D,L2465089,Traveling,15-02-07,2007,2,9,120,5,4
Turdus amaurochalinus,-61.7847662,-28.5184529,G3335812,Argentina,"obs435325,obs539414","S37923109,S47124052",,AR-S,L6043935,Traveling,17-06-06,2006,6,13.66666667,300,3,4
Turdus amaurochalinus,-59.6995955,-28.030597,G3335774,Argentina,"obs435325,obs539414,obs435732","S37933773,S47123765,S48597804",,AR-S,L6046289,Traveling,19-08-06,2006,8,8,300,5,4
Turdus amaurochalinus,-59.3729239,-28.203953,G3465432,Argentina,"obs435325,obs435732","S37934378,S48597680",,AR-S,L6046373,Traveling,16-10-06,2006,10,6.5,300,5,2
Turdus amaurochalinus,-61.8344879,-26.0089669,G2528140,Argentina,"obs104040,obs60864","S38055872,S38059377",2,AR-G,L847460,Traveling,15-11-07,2007,11,18,60,2,4
Turdus amaurochalinus,-64.633333,-24.7,G2531406,Argentina,"obs104040,obs60864","S38083118,S38088652",8,AR-A,L4815195,Traveling,19-11-07,2007,11,7,300,5,4
Turdus amaurochalinus,-65.5078736,-24.7224423,G2531405,Argentina,"obs104040,obs60864","S38083199,S38088651",2,AR-A,L3081504,Traveling,19-11-07,2007,11,16,60,2,4
Turdus amaurochalinus,-63.5418333,-33.155,G3581750,Argentina,"obs428785,obs250534","S42416917,S49913336",3,AR-X,L2761828,Traveling,27-05-07,2007,5,17,60,3,2
Turdus amaurochalinus,-64.5150018,-32.0717224,G3207539,Argentina,obs601293,S45778538,,AR-X,L2763420,Traveling,22-12-07,2007,12,6.75,225,2.5,1
Turdus amaurochalinus,-60.2380197,-29.3486616,G3494795,Argentina,"obs435732,obs435325","S48926373,S48926437",2,AR-S,L7840604,Traveling,17-06-07,2007,6,8.65,192,3,2
Turdus amaurochalinus,-59.4766055,-28.8536083,G3494814,Argentina,"obs435732,obs435325","S48926719,S48926779",5,AR-S,L7986817,Traveling,25-02-07,2007,2,11.25,85,2,3
Turdus amaurochalinus,-55.6682118,-34.7646219,G3724994,Uruguay,"obs409046,obs229890,obs606943","S51338245,S51342297,S52369903",,UY-CA,L8373037,Traveling,08-11-03,2003,11,13,240,2,5
Turdus amaurochalinus,-55.3198603,-34.7459234,G3830321,Uruguay,"obs409046,obs229890","S51341102,S52395198",,UY-MA,L2761728,Traveling,09-11-03,2003,11,10,240,2,5
