scientific_name,longitude,latitude,checklist_id,country,observer_id,sampling_event_identifier,observation_count,state_code,locality_id,protocol_type,observation_date,year,month,time_observations_started,duration_minutes,effort_distance_km,number_observers
Turdus amaurochalinus,-64.45112,-18.01187,S20297738,Bolivia,obs221425,S20297738,1,BO-S,L1008529,Traveling,17-09-14,2014,9,13.41666667,187,3.862,3
Turdus amaurochalinus,-48.4634335,-27.6057771,S21867609,Brazil,obs533243,S21867609,1,BR-SC,L10106171,Traveling,27-10-14,2014,10,10.66666667,50,0.7,1
Turdus amaurochalinus,-53.7201629,-29.6780767,S117226327,Brazil,obs795427,S117226327,,BR-RS,L10288570,Traveling,13-09-14,2014,9,7,180,5,1
Turdus amaurochalinus,-67.7526419,-34.9507041,S69688557,Argentina,obs429241,S69688557,1,AR-M,L11558116,Stationary,01-03-14,2014,3,15.33333333,30,0,2
Turdus amaurochalinus,-67.0355459,-27.6639487,S70147447,Argentina,obs429241,S70147447,1,AR-K,L11639338,Stationary,06-03-14,2014,3,7.75,40,0,2
Turdus amaurochalinus,-65.8422661,-26.6122415,S72171161,Argentina,obs746047,S72171161,2,AR-T,L12025184,Stationary,15-01-14,2014,1,7,60,0,4
Turdus amaurochalinus,-57.5232124,-35.0794603,S20239904,Argentina,obs429612,S20239904,,AR-B,L1237228,Traveling,11-10-14,2014,10,7.5,300,3,3
Turdus amaurochalinus,-65.872787,-27.285594,S123116986,Argentina,obs1181384,S123116986,,AR-T,L12564249,Traveling,14-08-14,2014,8,11.5,180,2,2
Turdus amaurochalinus,-63.1839584,-17.8394844,S16938535,Bolivia,obs220662,S16938535,6,BO-S,L1361472,Stationary,14-02-14,2014,2,18,60,0,1
Turdus amaurochalinus,-58.0761398,-32.3098651,S91780317,Uruguay,obs623665,S91780317,1,UY-PA,L15771891,Stationary,05-01-14,2014,1,12.5,13,0,1
Turdus amaurochalinus,-56.8589323,-24.9163023,S20494215,Paraguay,obs430326,S20494215,,PY-3,L1621543,Stationary,09-11-14,2014,11,7.5,240,0,2
Turdus amaurochalinus,-46.6265806,-23.6391718,S19972544,Brazil,obs252606,S19972544,1,BR-SP,L1743678,Traveling,23-09-14,2014,9,13,240,2,1
Turdus amaurochalinus,-68.4317899,-32.1259179,S20362566,Argentina,obs54836,S20362566,2,AR-J,L18636045,Traveling,28-10-14,2014,10,9.666666667,76,1.996,2
Turdus amaurochalinus,-53.8539294,-29.5278508,S117222293,Brazil,obs795427,S117222293,,BR-RS,L20607787,Traveling,14-04-14,2014,4,7,120,2,1
Turdus amaurochalinus,-58.7111092,-33.2978211,S16255224,Argentina,obs420155,S16255224,,AR-E,L2098900,Traveling,05-01-14,2014,1,8,150,3,5
Turdus amaurochalinus,-60.6348753,-32.1354288,S16551417,Argentina,obs414006,S16551417,5,AR-E,L2320125,Traveling,28-01-14,2014,1,17.5,150,0.5,2
Turdus amaurochalinus,-42.9555345,-22.4210657,S19628049,Brazil,obs425788,S19628049,1,BR-RJ,L2343907,Stationary,31-08-14,2014,8,6.5,300,0,1
Turdus amaurochalinus,-65.9223139,-32.3967584,S123191163,Argentina,obs1181384,S123191163,,AR-D,L2363055,Traveling,21-08-14,2014,8,10.41666667,90,2,2
Turdus amaurochalinus,-64.4639808,-27.5764886,S26347680,Argentina,obs429051,S26347680,1,AR-G,L2368860,Traveling,23-11-14,2014,11,7.916666667,180,4,2
Turdus amaurochalinus,-60.6402665,-32.051553,S17121572,Argentina,obs414006,S17121572,,AR-E,L2377865,Stationary,20-02-14,2014,2,17.66666667,180,0,3
Turdus amaurochalinus,-60.6445313,-32.0657013,S19903055,Argentina,obs414006,S19903055,1,AR-E,L2382302,Traveling,22-09-14,2014,9,8.666666667,20,1,1
Turdus amaurochalinus,-57.3938549,-35.779205,S18690605,Argentina,obs217001,S18690605,,AR-B,L2434201,Traveling,31-05-14,2014,5,11.5,75,5,3
Turdus amaurochalinus,-58.5485029,-34.3770207,S20434483,Argentina,obs433235,S20434483,3,AR-B,L2480162,Traveling,08-10-14,2014,10,13.25,180,1.5,1
Turdus amaurochalinus,-58.3578086,-34.6134579,S16212247,Argentina,obs34603,S16212247,1,AR-C,L2504596,Traveling,03-01-14,2014,1,15.25,10,0.161,1
Turdus amaurochalinus,-68.750858,-32.977055,S16212273,Argentina,obs221512,S16212273,1,AR-M,L2504610,Stationary,03-01-14,2014,1,19.25,90,0,3
Turdus amaurochalinus,-60.6232882,-32.1142266,S17947616,Argentina,obs112517,S17947616,1,AR-E,L2505538,Traveling,18-04-14,2014,4,7.95,170,3.1,1
Turdus amaurochalinus,-55.8678603,-34.7875498,S16325637,Uruguay,obs447275,S16325637,2,UY-CA,L2520448,Traveling,10-01-14,2014,1,19,90,0.2,1
Turdus amaurochalinus,-39.4895548,-7.2448998,S22079729,Brazil,obs518938,S22079729,1,BR-CE,L2528027,Traveling,29-08-14,2014,8,5,240,4,4
Turdus amaurochalinus,-48.8218689,-15.7776344,S142988973,Brazil,obs556996,S142988973,,BR-GO,L25454709,Stationary,08-10-14,2014,10,10,60,0,2
Turdus amaurochalinus,-47.9260647,-15.7390683,S142611925,Brazil,obs556996,S142611925,,BR-DF,L25455429,Traveling,04-10-14,2014,10,9.5,90,0.5,2
Turdus amaurochalinus,-53.5386086,-34.0347371,S16474084,Uruguay,obs447275,S16474084,3,UY-RO,L2576883,Traveling,19-01-14,2014,1,9,180,1,2
Turdus amaurochalinus,-58.651431,-34.271851,S16478621,Argentina,obs428654,S16478621,,AR-B,L2577694,Traveling,05-01-14,2014,1,17.5,150,1.609,1
Turdus amaurochalinus,-64.925766,-25.8046821,S19572452,Argentina,obs454902,S19572452,1,AR-A,L2586095,Traveling,23-08-14,2014,8,8.333333333,180,5,1
Turdus amaurochalinus,-60.6217647,-32.1128586,S16739361,Argentina,obs414006,S16739361,3,AR-E,L2593755,Traveling,31-01-14,2014,1,17.5,120,2,1
Turdus amaurochalinus,-65.0025228,-31.7972164,S16825017,Argentina,obs250534,S16825017,,AR-X,L2605611,Traveling,22-01-14,2014,1,17,120,2,2
Turdus amaurochalinus,-58.0083597,-34.7984927,S16937557,Argentina,obs414006,S16937557,6,AR-B,L2614791,Traveling,14-02-14,2014,2,6.166666667,200,2,1
Turdus amaurochalinus,-66.1659524,-17.365618,S16967139,Bolivia,obs466192,S16967139,12,BO-C,L2629886,Traveling,14-02-14,2014,2,4.25,105,0.3,1
Turdus amaurochalinus,-66.1703405,-17.3698879,S16967598,Bolivia,obs466192,S16967598,23,BO-C,L2630391,Traveling,15-02-14,2014,2,7.5,165,1,1
Turdus amaurochalinus,-66.1452484,-17.3914019,S16996404,Bolivia,obs415326,S16996404,9,BO-C,L2643143,Traveling,15-02-14,2014,2,8.166666667,45,1.5,1
Turdus amaurochalinus,-66.1550438,-17.381153,S16996916,Bolivia,obs415326,S16996916,8,BO-C,L2643335,Traveling,15-02-14,2014,2,16.33333333,55,0.8,1
Turdus amaurochalinus,-66.2362953,-17.3809886,S17033291,Bolivia,obs470142,S17033291,10,BO-C,L2652283,Traveling,15-02-14,2014,2,7,180,1.609,1
Turdus amaurochalinus,-46.5299749,-23.6762653,S18853480,Brazil,obs497156,S18853480,2,BR-SP,L2679299,Traveling,21-06-14,2014,6,7.666666667,210,2.8,5
Turdus amaurochalinus,-46.5193319,-23.6497134,S18652521,Brazil,obs497156,S18652521,,BR-SP,L2679320,Traveling,01-06-14,2014,6,17.41666667,20,0.5,2
Turdus amaurochalinus,-43.9672741,-19.9348294,S149728724,Brazil,obs1573749,S149728724,1,BR-MG,L26817145,Traveling,21-09-14,2014,9,8,300,4,2
Turdus amaurochalinus,-48.5259032,-27.6441882,S17221977,Brazil,obs162357,S17221977,,BR-SC,L2682662,Traveling,07-02-14,2014,2,6.5,240,4,3
Turdus amaurochalinus,-57.2736168,-35.2349637,S23074226,Argentina,obs429612,S23074226,,AR-B,L2683008,Traveling,27-12-14,2014,12,7,180,5,2
Turdus amaurochalinus,-63.1911278,-17.829313,S17420907,Bolivia,obs220662,S17420907,20,BO-S,L2709886,Traveling,13-03-14,2014,3,6,60,3.219,1
Turdus amaurochalinus,-57.9606418,-34.8591678,S17470429,Argentina,obs240226,S17470429,,AR-B,L2716981,Traveling,16-03-14,2014,3,10,120,3,1
Turdus amaurochalinus,-58.4817266,-34.49103,S17559982,Argentina,obs194291,S17559982,1,AR-B,L2729163,Traveling,05-02-14,2014,2,13.16666667,40,1.609,2
Turdus amaurochalinus,-65.019679,-32.030599,S17576533,Argentina,obs194291,S17576533,2,AR-X,L2731527,Traveling,09-02-14,2014,2,10.75,45,1.609,2
Turdus amaurochalinus,-57.55285,-25.29656,S18562916,Paraguay,obs430326,S18562916,1,PY-ASU,L2732356,Stationary,26-05-14,2014,5,9.033333333,75,0,1
Turdus amaurochalinus,-57.58042,-25.30319,S19776096,Paraguay,obs430326,S19776096,2,PY-ASU,L2732864,Stationary,08-09-14,2014,9,17.38333333,43,0,1
Turdus amaurochalinus,-58.0345123,-28.009886,S17627293,Argentina,obs112517,S17627293,1,AR-W,L2739441,Traveling,23-03-14,2014,3,6.833333333,270,3,1
Turdus amaurochalinus,-57.257309,-35.2489837,S18239122,Argentina,obs429612,S18239122,,AR-B,L2744428,Stationary,02-05-14,2014,5,10,120,0,2
Turdus amaurochalinus,-54.15547,-34.6611,S17778500,Uruguay,obs130476,S17778500,,UY-RO,L2747664,Stationary,02-04-14,2014,4,17,15,0,1
Turdus amaurochalinus,-57.6331667,-25.2941667,S19854818,Paraguay,obs130476,S19854818,,PY-ASU,L2762915,Stationary,15-09-14,2014,9,17.25,30,0,1
Turdus amaurochalinus,-56.74,-27.4,S20819332,Paraguay,obs430326,S20819332,,PY-8,L2761562,Stationary,06-12-14,2014,12,6.166666667,150,0,1
Turdus amaurochalinus,-55.0071667,-34.8981667,S26025014,Uruguay,obs521961,S26025014,,UY-MA,L2761590,Traveling,25-10-14,2014,10,10,120,2,4
Turdus amaurochalinus,-55.6281667,-34.7421667,S19155971,Uruguay,obs184212,S19155971,2,UY-CA,L2761757,Traveling,13-07-14,2014,7,11,60,5,1
Turdus amaurochalinus,-57.6018333,-25.2905,S17923764,Paraguay,obs130476,S17923764,,PY-ASU,L2762131,Stationary,16-04-14,2014,4,9,120,0,2
Turdus amaurochalinus,-54.599,-25.649,S71802963,Paraguay,obs434014,S71802963,1,PY-10,L2762769,Traveling,18-05-14,2014,5,9,120,1.5,2
Turdus amaurochalinus,-57.6376667,-25.2985,S20721490,Paraguay,obs130476,S20721490,,PY-ASU,L2762843,Stationary,28-11-14,2014,11,18,90,0,3
Turdus amaurochalinus,-57.651,-25.287,S17953905,Paraguay,obs130476,S17953905,,PY-ASU,L2762852,Traveling,18-04-14,2014,4,16.5,45,1,1
Turdus amaurochalinus,-57.6088333,-25.2701667,S19095867,Paraguay,obs430326,S19095867,1,PY-ASU,L2762954,Stationary,14-07-14,2014,7,8.016666667,52,0,1
Turdus amaurochalinus,-57.58055,-25.2763888,S18446669,Paraguay,obs430326,S18446669,2,PY-ASU,L2762997,Stationary,18-05-14,2014,5,11.11666667,66,0,1
Turdus amaurochalinus,-59.0074718,-26.8974262,S62282626,Argentina,obs648080,S62282626,,AR-H,L2763049,Traveling,01-05-14,2014,5,15,180,5,10
Turdus amaurochalinus,-57.543,-25.2638333,S20788299,Paraguay,obs540111,S20788299,1,PY-ASU,L2763114,Traveling,04-12-14,2014,12,17,120,2,1
Turdus amaurochalinus,-57.4335,-36.0995,S20051645,Argentina,obs498254,S20051645,5,AR-B,L2763291,Traveling,17-09-14,2014,9,9,90,1,1
Turdus amaurochalinus,-57.5228333,-30.944,S35830082,Uruguay,obs521923,S35830082,,UY-SA,L2763347,Traveling,08-10-14,2014,10,15.5,120,2,2
Turdus amaurochalinus,-63.9251518,-30.0993955,S125899147,Argentina,obs1181384,S125899147,,AR-X,L2763433,Traveling,14-02-14,2014,2,11.25,240,2,2
Turdus amaurochalinus,-57.849,-35.0156667,S19777139,Argentina,obs429612,S19777139,,AR-B,L2763548,Stationary,07-09-14,2014,9,8.5,90,0,2
Turdus amaurochalinus,-64.9254227,-25.8579878,S20569400,Argentina,obs454902,S20569400,2,AR-A,L2763584,Traveling,16-11-14,2014,11,6.5,240,5,1
Turdus amaurochalinus,-45.1048851,-23.3548642,S130711165,Brazil,obs307602,S130711165,,BR-SP,L2764088,Traveling,13-10-14,2014,10,7,300,4,3
Turdus amaurochalinus,-44.0059831,-19.8574669,S18084779,Brazil,obs151435,S18084779,1,BR-MG,L2807497,Traveling,26-04-14,2014,4,7,240,4.828,7
Turdus amaurochalinus,-55.9373081,-27.4107286,S18089320,Argentina,obs331807,S18089320,6,AR-N,L2808106,Traveling,25-04-14,2014,4,10,90,1,1
Turdus amaurochalinus,-39.5496118,-7.3062821,S18131758,Brazil,obs33031,S18131758,1,BR-CE,L2814424,Traveling,27-01-14,2014,1,8.583333333,85,3.219,4
Turdus amaurochalinus,-57.55444,-25.28669,S18164769,Paraguay,obs430326,S18164769,3,PY-ASU,L2819168,Stationary,01-05-14,2014,5,12.96666667,51,0,1
Turdus amaurochalinus,-57.57999,-25.3032,S18194393,Paraguay,obs430326,S18194393,1,PY-ASU,L2823185,Stationary,03-05-14,2014,5,10.43333333,37,0,1
Turdus amaurochalinus,-57.52709,-25.31079,S18217036,Paraguay,obs430326,S18217036,1,PY-11,L2826594,Stationary,04-05-14,2014,5,12.38333333,115,0,1
Turdus amaurochalinus,-58.0167228,-31.3492963,S18419786,Argentina,obs517127,S18419786,1,AR-E,L2856372,Stationary,16-05-14,2014,5,8,120,0,1
Turdus amaurochalinus,-58.2023048,-32.1981308,S18454146,Argentina,obs60510,S18454146,4,AR-E,L2862099,Traveling,18-05-14,2014,5,11.5,240,2,1
Turdus amaurochalinus,-57.6675984,-25.289293,S18454249,Paraguay,obs130476,S18454249,,PY-ASU,L2862108,Stationary,18-05-14,2014,5,16.5,45,0,1
Turdus amaurochalinus,-56.6767931,-27.5715909,S18488965,Argentina,obs518419,S18488965,4,AR-W,L2867569,Traveling,20-05-14,2014,5,16.5,120,2,1
Turdus amaurochalinus,-60.6496811,-32.0628282,S19950210,Argentina,obs414006,S19950210,3,AR-E,L2877090,Stationary,26-09-14,2014,9,18.5,30,0,1
Turdus amaurochalinus,-55.89634,-27.4084868,S18684182,Argentina,obs519818,S18684182,2,AR-N,L2899468,Traveling,26-04-14,2014,4,16,90,1,2
Turdus amaurochalinus,-57.5807244,-25.2365151,S20721345,Paraguay,obs130476,S20721345,,PY-ASU,L2901490,Traveling,29-11-14,2014,11,13.5,30,0.5,3
Turdus amaurochalinus,-56.3196945,-34.7196043,S18803686,Uruguay,obs184212,S18803686,1,UY-CA,L2921898,Traveling,05-06-14,2014,6,11,60,1,2
Turdus amaurochalinus,-57.5391126,-25.2682166,S18856807,Paraguay,obs130476,S18856807,,PY-11,L2934368,Traveling,21-06-14,2014,6,14.25,90,3,2
Turdus amaurochalinus,-64.339242,-31.3794804,S18877742,Argentina,obs429240,S18877742,2,AR-X,L2936524,Traveling,22-06-14,2014,6,9.583333333,265,5,1
Turdus amaurochalinus,-64.4002998,-24.0983423,S23285626,Argentina,obs428198,S23285626,,AR-Y,L2936655,Traveling,27-11-14,2014,11,17,150,2,1
Turdus amaurochalinus,-54.6046257,-26.0288573,S18899557,Argentina,obs428997,S18899557,,AR-N,L2940667,Traveling,01-05-14,2014,5,16,120,1,2
Turdus amaurochalinus,-58.577921,-34.368856,S19833938,Argentina,obs428550,S19833938,,AR-B,L2953875,Traveling,07-09-14,2014,9,14,150,0.644,1
Turdus amaurochalinus,-54.1945267,-25.8845544,S19048134,Argentina,obs433100,S19048134,1,AR-N,L2954334,Traveling,20-06-14,2014,6,14,240,3,8
Turdus amaurochalinus,-60.6624913,-32.1308728,S19298697,Argentina,obs414006,S19298697,19,AR-E,L2957833,Traveling,31-07-14,2014,7,10.25,75,1,2
Turdus amaurochalinus,-65.5451202,-25.0594772,S20381855,Argentina,obs454902,S20381855,2,AR-A,L2960834,Traveling,30-10-14,2014,10,8,220,4,1
Turdus amaurochalinus,-64.7460365,-14.9975202,S19181125,Bolivia,obs229078,S19181125,1,BO-B,L2989633,Traveling,21-07-14,2014,7,17,120,5,2
Turdus amaurochalinus,-55.0357103,-34.8804133,S19272960,Uruguay,obs521961,S19272960,,UY-MA,L3004375,Traveling,30-07-14,2014,7,14,90,3,2
Turdus amaurochalinus,-64.5874643,-31.37108,S19263121,Argentina,obs176749,S19263121,2,AR-X,L3007288,Traveling,28-07-14,2014,7,8,60,1,1
Turdus amaurochalinus,-60.5533791,-31.8442429,S19297634,Argentina,obs176749,S19297634,,AR-E,L3012840,Traveling,14-03-14,2014,3,8.5,120,3,1
Turdus amaurochalinus,-60.6431472,-32.1067451,S19298530,Argentina,obs414006,S19298530,3,AR-E,L3013004,Traveling,31-07-14,2014,7,8,60,1,1
Turdus amaurochalinus,-51.169936,-29.913714,S19920257,Brazil,obs431609,S19920257,1,BR-RS,L3013440,Traveling,09-07-14,2014,7,14,150,2.993,1
Turdus amaurochalinus,-64.56584,-31.90315,S19516002,Argentina,obs531339,S19516002,1,AR-X,L3019028,Traveling,15-08-14,2014,8,10.53333333,30,1,1
Turdus amaurochalinus,-65.0053659,-32.4123023,S19360771,Argentina,obs529484,S19360771,2,AR-D,L3022278,Traveling,24-07-14,2014,7,10,60,1,3
Turdus amaurochalinus,-65.0053804,-31.8377064,S19356622,Argentina,obs429240,S19356622,30,AR-X,L3023767,Traveling,02-08-14,2014,8,9.333333333,260,4,1
Turdus amaurochalinus,-44.5050476,-22.3128695,S19380493,Brazil,obs237658,S19380493,1,BR-RJ,L3028032,Traveling,01-08-14,2014,8,15,120,1.609,2
Turdus amaurochalinus,-60.5841064,-31.5972526,S19392504,Argentina,obs532773,S19392504,10,AR-S,L3029987,Traveling,09-08-14,2014,8,14,150,2,1
Turdus amaurochalinus,-56.3158321,-34.4928339,S19490114,Uruguay,obs184212,S19490114,1,UY-CA,L3040529,Traveling,16-08-14,2014,8,9,180,3,8
Turdus amaurochalinus,-64.4545555,-31.6092413,S19499854,Argentina,obs434967,S19499854,1,AR-X,L3042235,Traveling,17-08-14,2014,8,9.5,300,1,1
Turdus amaurochalinus,-47.71206,-15.84221,S19592297,Brazil,obs335836,S19592297,,BR-DF,L3057695,Traveling,24-08-14,2014,8,19,240,1,6
Turdus amaurochalinus,-60.5148947,-31.8347274,S19630706,Argentina,obs176749,S19630706,1,AR-E,L3063907,Traveling,31-08-14,2014,8,8.166666667,60,2,1
Turdus amaurochalinus,-60.5198729,-31.8422378,S19630807,Argentina,obs176749,S19630807,1,AR-E,L3063919,Traveling,31-08-14,2014,8,9.166666667,60,1,8
Turdus amaurochalinus,-58.7443786,-30.3827223,S21070255,Argentina,obs531294,S21070255,,AR-E,L3064302,Traveling,29-11-14,2014,11,9.333333333,180,2,9
Turdus amaurochalinus,-56.4927292,-21.1053206,S19752662,Brazil,obs301564,S19752662,,BR-MS,L3072336,Traveling,27-08-14,2014,8,8,240,3.219,9
Turdus amaurochalinus,-68.847608,-32.893472,S19964343,Argentina,obs336789,S19964343,1,AR-M,L3099169,Stationary,28-09-14,2014,9,8.6,18,0,1
Turdus amaurochalinus,-46.3688144,-20.2441648,S20175763,Brazil,obs412230,S20175763,1,BR-MG,L3110356,Traveling,08-10-14,2014,10,5.916666667,60,0.1,4
Turdus amaurochalinus,-54.5976,-26.02388,S20205967,Argentina,obs519818,S20205967,1,AR-N,L3118527,Traveling,11-10-14,2014,10,17.38333333,84,2,1
Turdus amaurochalinus,-59.8119736,-33.5991786,S20221326,Argentina,obs217001,S20221326,,AR-B,L3120483,Traveling,12-10-14,2014,10,12,300,1,4
Turdus amaurochalinus,-45.1739502,-23.502591,S20230588,Brazil,obs237658,S20230588,2,BR-SP,L3121659,Stationary,21-09-14,2014,9,8,120,0,1
Turdus amaurochalinus,-57.3246002,-28.6619484,S20243685,Argentina,obs139228,S20243685,1,AR-W,L3122978,Traveling,15-10-14,2014,10,8.5,185,2.414,7
Turdus amaurochalinus,-50.860163,-29.370937,S20307674,Brazil,obs237658,S20307674,1,BR-RS,L3126995,Stationary,19-10-14,2014,10,8.5,60,0,2
Turdus amaurochalinus,-58.5351563,-34.9579953,S20497664,Argentina,obs541066,S20497664,2,AR-B,L3127945,Traveling,09-11-14,2014,11,10.5,150,3,1
Turdus amaurochalinus,-46.2486058,-23.9835667,S20279376,Brazil,obs16544,S20279376,1,BR-SP,L3128015,Stationary,19-10-14,2014,10,12.75,15,0,1
Turdus amaurochalinus,-61.1659802,-31.5970522,S20279493,Argentina,obs435325,S20279493,12,AR-S,L3128016,Traveling,19-10-14,2014,10,6.9,180,2,1
Turdus amaurochalinus,-46.2410823,-23.9891296,S20307859,Brazil,obs16544,S20307859,2,BR-SP,L3128053,Traveling,22-10-14,2014,10,16.83333333,60,0.322,1
Turdus amaurochalinus,-64.3459797,-31.1470063,S20973629,Argentina,obs541066,S20973629,1,AR-X,L3128185,Traveling,15-12-14,2014,12,10,90,0.5,2
Turdus amaurochalinus,-60.7416916,-17.851166,S20297817,Bolivia,obs221425,S20297817,2,BO-S,L3130469,Traveling,12-09-14,2014,9,9.35,171,2.414,3
Turdus amaurochalinus,-48.2998157,-25.1711269,S25313068,Brazil,obs360030,S25313068,,BR-PR,L3130874,Traveling,19-04-14,2014,4,6.75,180,2,3
Turdus amaurochalinus,-57.0975566,-28.5400308,S20322252,Argentina,obs414006,S20322252,,AR-W,L3133583,Traveling,20-10-14,2014,10,17,90,1,1
Turdus amaurochalinus,-50.874861,-29.285859,S20333022,Brazil,obs237658,S20333022,5,BR-RS,L3135095,Traveling,20-10-14,2014,10,15,45,1.996,2
Turdus amaurochalinus,-50.85219,-29.313206,S20333129,Brazil,obs237658,S20333129,1,BR-RS,L3135110,Traveling,20-10-14,2014,10,11.91666667,120,2.993,2
Turdus amaurochalinus,-57.57885,-25.2374,S20360490,Paraguay,obs430326,S20360490,3,PY-ASU,L3138704,Stationary,28-10-14,2014,10,9.383333333,50,0,1
Turdus amaurochalinus,-45.2987647,-23.5583359,S20361216,Brazil,obs237658,S20361216,3,BR-SP,L3138761,Traveling,19-09-14,2014,9,8,270,4.828,10
Turdus amaurochalinus,-67.5501251,-30.6284589,S20424584,Argentina,obs428926,S20424584,,AR-J,L3146544,Traveling,05-10-14,2014,10,8,240,2,10
Turdus amaurochalinus,-46.7248106,-23.8187987,S72885151,Brazil,obs539848,S72885151,,BR-SP,L3151430,Traveling,11-12-14,2014,12,8.283333333,60,1,4
Turdus amaurochalinus,-54.803967,-20.507496,S20464582,Brazil,obs525851,S20464582,1,BR-MS,L3151488,Traveling,07-11-14,2014,11,7.666666667,107,1.996,1
Turdus amaurochalinus,-49.1385841,-26.7758057,S20470710,Brazil,obs172033,S20470710,1,BR-SC,L3152316,Traveling,01-11-14,2014,11,16,120,3.219,1
Turdus amaurochalinus,-58.858723,-34.340527,S20480756,Argentina,obs221512,S20480756,5,AR-B,L3153848,Traveling,08-11-14,2014,11,16.11666667,50,0.499,2
Turdus amaurochalinus,-67.479744,-30.6369175,S20489642,Argentina,obs544102,S20489642,,AR-J,L3154953,Traveling,09-02-14,2014,2,10,120,3,5
Turdus amaurochalinus,-64.5074487,-31.0667432,S20570462,Argentina,obs546533,S20570462,,AR-X,L3164524,Traveling,10-01-14,2014,1,7,120,2,1
Turdus amaurochalinus,-54.56781,-20.4473,S20791890,Brazil,obs153529,S20791890,1,BR-MS,L3167413,Traveling,05-12-14,2014,12,6.6,230,3.219,1
Turdus amaurochalinus,-54.56309,-20.44783,S20612242,Brazil,obs153529,S20612242,2,BR-MS,L3168150,Traveling,20-11-14,2014,11,5.75,200,3.219,1
Turdus amaurochalinus,-58.3241576,-31.8626844,S20698122,Argentina,obs287353,S20698122,,AR-E,L3182281,Traveling,18-11-14,2014,11,5.666666667,50,1,1
Turdus amaurochalinus,-58.6664772,-34.6092282,S20723800,Argentina,obs508568,S20723800,10,AR-B,L3185987,Traveling,29-11-14,2014,11,11,180,4,1
Turdus amaurochalinus,-58.571991,-34.353481,S21108695,Argentina,obs217001,S21108695,,AR-B,L3187970,Stationary,20-12-14,2014,12,14,300,0,1
Turdus amaurochalinus,-54.1152191,-26.6343449,S20745936,Argentina,obs508506,S20745936,1,AR-N,L3195129,Stationary,30-11-14,2014,11,6,240,0,2
Turdus amaurochalinus,-56.7157173,-36.3762754,S20933455,Argentina,obs115824,S20933455,,AR-B,L3221642,Traveling,12-12-14,2014,12,6.25,120,0.5,1
Turdus amaurochalinus,-43.9887536,-19.8456197,S21007655,Brazil,obs552684,S21007655,2,BR-MG,L3235008,Traveling,24-12-14,2014,12,8.083333333,130,1,4
Turdus amaurochalinus,-68.5635281,-39.1034276,S21031240,Argentina,obs229597,S21031240,1,AR-R,L3238987,Traveling,26-12-14,2014,12,6,300,3,3
Turdus amaurochalinus,-58.2095575,-32.2570154,S21051488,Argentina,obs549811,S21051488,1,AR-E,L3242743,Traveling,27-12-14,2014,12,17,80,1,2
Turdus amaurochalinus,-45.259827,-22.377421,S21059987,Brazil,obs536027,S21059987,1,BR-MG,L3244393,Traveling,28-12-14,2014,12,16.5,120,4.97,1
Turdus amaurochalinus,-54.5871162,-20.3935489,S21079456,Brazil,obs517096,S21079456,2,BR-MS,L3247295,Traveling,30-12-14,2014,12,6,180,4,2
Turdus amaurochalinus,-68.9297032,-33.0344274,S21143367,Argentina,obs223955,S21143367,1,AR-M,L3252354,Traveling,27-12-14,2014,12,7.5,240,0.322,1
Turdus amaurochalinus,-63.1622222,-17.8066667,S21171889,Bolivia,obs112693,S21171889,7,BO-S,L3262432,Traveling,30-12-14,2014,12,16.5,90,0.15,1
Turdus amaurochalinus,-54.5902491,-20.392393,S21648919,Brazil,obs555099,S21648919,1,BR-MS,L3334506,Traveling,25-02-14,2014,2,7.666666667,210,5,3
Turdus amaurochalinus,-48.436543,-27.597868,S21864989,Brazil,obs533243,S21864989,2,BR-SC,L3377610,Stationary,27-10-14,2014,10,8,50,0,1
Turdus amaurochalinus,-60.7109696,-32.7403332,S37205723,Argentina,obs428198,S37205723,4,AR-E,L3397255,Traveling,01-01-14,2014,1,11.25,120,1,3
Turdus amaurochalinus,-46.5338516,-23.3922629,S22498332,Brazil,obs608151,S22498332,3,BR-SP,L3511373,Traveling,19-10-14,2014,10,6.333333333,300,5,6
Turdus amaurochalinus,-55.8145595,-27.4583779,S17946176,Argentina,obs331807,S17946176,1,AR-N,L3511426,Traveling,23-03-14,2014,3,6.5,270,1,2
Turdus amaurochalinus,-43.1646743,-22.9540712,S24657795,Brazil,obs177447,S24657795,,BR-RJ,L3592545,Traveling,19-07-14,2014,7,13,60,1.609,2
Turdus amaurochalinus,-58.6426592,-35.0082923,S23616611,Argentina,obs432997,S23616611,,AR-B,L3615588,Traveling,02-01-14,2014,1,9,75,5,1
Turdus amaurochalinus,-45.3978896,-23.6243749,S151402142,Brazil,obs958165,S151402142,1,BR-SP,L3634727,Traveling,29-06-14,2014,6,8.5,120,0.5,1
Turdus amaurochalinus,-64.3283442,-31.182556,S23607513,Argentina,obs533115,S23607513,,AR-X,L3649892,Stationary,11-12-14,2014,12,7.5,210,0,1
Turdus amaurochalinus,-48.8278998,-25.4806717,S24188498,Brazil,obs636328,S24188498,1,BR-PR,L3767781,Stationary,24-03-14,2014,3,8.333333333,60,0,1
Turdus amaurochalinus,-49.1931295,-26.739785,S19504473,Brazil,obs360030,S19504473,,BR-SC,L3804939,Traveling,17-08-14,2014,8,11.5,180,2,2
Turdus amaurochalinus,-65.0288486,-32.0288165,S92162092,Argentina,obs665769,S92162092,1,AR-X,L3824419,Traveling,06-12-14,2014,12,17,140,2,4
