scientific_name,longitude,latitude,checklist_id,country,observer_id,sampling_event_identifier,observation_count,state_code,locality_id,protocol_type,observation_date,year,month,time_observations_started,duration_minutes,effort_distance_km,number_observers,fid
Turdus amaurochalinus,-64.5280266,-30.8505501,G1365428,Argentina,"obs423266,obs426915","S24451744,S24482167",,AR-X,L2434995,Traveling,28-02-12,2012,2,8,240,2,4,1
Turdus amaurochalinus,-46.4141035,-20.3291747,G1912917,Brazil,"obs611666,obs501068","S31449593,S31449661",,BR-MG,L3850752,Traveling,07-09-13,2013,9,5.5,240,2,3,1
Turdus amaurochalinus,-54.4382858,-25.6424549,G1952574,Brazil,"obs319430,obs137776","S31897096,S9754691",8,BR-PR,L484669,Traveling,30-03-11,2011,3,15,180,3,6,1
Turdus amaurochalinus,-63.4273767,-33.8380194,G3207473,Argentina,obs601293,S45778043,1,AR-X,L2763417,Traveling,10-10-11,2011,10,11,240,4,1,1
Turdus amaurochalinus,-65.0554991,-32.1498185,G3207474,Argentina,obs601293,S45778044,7,AR-X,L2763557,Traveling,20-01-12,2012,1,8,240,5,1,1
Turdus amaurochalinus,-64.9678333,-31.7895,G3207486,Argentina,obs601293,S45778066,5,AR-X,L2761525,Traveling,21-12-12,2012,12,7.75,225,4,1,1
Turdus amaurochalinus,-68.7939191,-32.866251,G3207490,Argentina,obs601293,S45778076,4,AR-M,L2369279,Stationary,28-09-13,2013,9,11,300,0,1,1
Turdus amaurochalinus,-64.5333333,-31.9666667,G3207542,Argentina,obs601293,S45778544,1,AR-X,L2763422,Traveling,20-12-08,2008,12,7.5,300,1.5,1,1
Turdus amaurochalinus,-64.65,-32.0666667,G3207543,Argentina,obs601293,S45778546,,AR-X,L2763423,Traveling,23-12-08,2008,12,16.33333333,85,1,1,1
Turdus amaurochalinus,-69.1270924,-32.9946269,G3207564,Argentina,obs601293,S45778587,1,AR-M,L2763533,Traveling,20-11-10,2010,11,9.5,180,2,2,1
Turdus amaurochalinus,-57.1964684,-28.5462509,G3418765,Argentina,"obs93553,obs27229","S48050249,S48068901",4,AR-W,L3913244,Traveling,04-02-10,2010,2,11,180,3.219,2,1
Turdus amaurochalinus,-58.8264334,-34.4591719,G3593350,Argentina,"obs1191008,obs347832","S50039037,S50162636",1,AR-B,L3232765,Traveling,12-06-12,2012,6,9,120,4.828,3,1
Turdus amaurochalinus,-44.6110368,-22.444906,G188742,Brazil,"obs167174,obs131779,obs107968,obs227403","S52981453,S53046089,S6774286,S6796802",1,BR-RJ,L805162,Traveling,06-08-10,2010,8,7,300,5,5,1
Turdus amaurochalinus,-57.5699893,-25.2529174,G3914672,Paraguay,"obs267395,obs1077415","S53362710,S54950510",1,PY-ASU,L8752581,Traveling,10-09-09,2009,9,15,120,1,4,1
Turdus amaurochalinus,-57.5656986,-25.2454723,G124188,Paraguay,"obs126126,obs195215","S5390455,S5394409",5,PY-ASU,L786835,Traveling,04-10-09,2009,10,14.5,180,4,4,1
Turdus amaurochalinus,-57.6330543,-25.2725243,G124161,Paraguay,"obs126126,obs195215","S5393559,S5393582",,PY-ASU,L4898876,Traveling,05-10-09,2009,10,5.5,270,3.219,4,1
Turdus amaurochalinus,-46.729249,-23.9181101,G4171048,Brazil,"obs539848,obs913669,obs657082","S56223712,S56223760,S56333534",1,BR-SP,L9258496,Traveling,28-01-13,2013,1,6.55,240,5,2,1
Turdus amaurochalinus,-46.8043496,-23.1535036,G4180938,Brazil,"obs539848,obs657082","S56234001,S56333531",4,BR-SP,L9260175,Traveling,30-07-11,2011,7,6.583333333,180,3,2,1
Turdus amaurochalinus,-56.516279,-20.9821571,G4592273,Brazil,"obs692284,obs759496","S60557642,S60722339",,BR-MS,L3686568,Traveling,15-09-12,2012,9,6,300,3,2,1
Turdus amaurochalinus,-45.5768681,-22.7221394,G194719,Brazil,"obs224742,obs230358,obs224038","S6916895,S6925575,S6930211",,BR-SP,L998903,Traveling,22-08-10,2010,8,8,120,0.6,5,1
Turdus amaurochalinus,-58.898362,-34.224851,G6859758,Argentina,"obs1227754,obs1408101","S86087284,S89832495",2,AR-B,L14558886,Traveling,19-12-08,2008,12,7.75,165,3,3,1
Turdus amaurochalinus,-69.2011052,-32.9591084,G309617,Argentina,"obs122234,obs146588,obs175526,obs189739,obs163565,obs217654,obs223506,obs54836,obs146681","S9041068,S9043679,S9044036,S9044321,S9045301,S9045466,S9045529,S9048599,S9049458",2,AR-M,L1304512,Traveling,29-10-11,2011,10,7,120,0.7,10,1
Turdus amaurochalinus,-57.195204,-28.5458658,S70758723,Argentina,obs1312265,S70758723,2,AR-W,L11759598,Traveling,17-09-03,2003,9,9.5,90,3,2,1
Turdus amaurochalinus,-44.5432091,-22.9828067,S96545917,Brazil,obs532733,S96545917,2,BR-RJ,L1177938,Traveling,11-07-03,2003,7,11.5,150,3,2,1
Turdus amaurochalinus,-49.3078208,-26.3233634,S27365559,Brazil,obs201857,S27365559,,BR-SC,L1299598,Traveling,10-09-03,2003,9,9,120,2,4,1
Turdus amaurochalinus,-57.8495407,-34.4730063,S9030873,Uruguay,obs188371,S9030873,,UY-CO,L1302776,Traveling,23-11-03,2003,11,11,300,4.828,2,1
Turdus amaurochalinus,-44.6156963,-22.4320969,S9602864,Brazil,obs281470,S9602864,,BR-RJ,L1375471,Traveling,22-08-03,2003,8,6,300,2,2,1
Turdus amaurochalinus,-54.5200749,-25.5992638,S9671684,Brazil,obs281470,S9671684,,BR-PR,L1390436,Traveling,17-08-03,2003,8,6,120,0.5,2,1
Turdus amaurochalinus,-50.0327122,-29.7724004,S9672144,Brazil,obs281470,S9672144,,BR-RS,L1390449,Traveling,19-08-03,2003,8,7,120,1.5,2,1
Turdus amaurochalinus,-56.206162,-15.6554164,S11636233,Brazil,obs201857,S11636233,,BR-MT,L1758106,Traveling,12-09-03,2003,9,6,120,1,2,1
Turdus amaurochalinus,-45.0597918,-23.3993496,S11646301,Brazil,obs201857,S11646301,1,BR-SP,L1759682,Traveling,23-09-03,2003,9,17,60,1,2,1
Turdus amaurochalinus,-64.7190857,-29.8612099,S16078677,Argentina,obs423266,S16078677,,AR-X,L2413326,Traveling,16-06-03,2003,6,11,120,2,4,1
Turdus amaurochalinus,-64.75094,-32.66021,S42041909,Argentina,obs428785,S42041909,2,AR-X,L2991302,Traveling,29-12-03,2003,12,8,120,2,1,1
Turdus amaurochalinus,-44.9681096,-22.6668681,S27774848,Brazil,obs201857,S27774848,,BR-SP,L4303768,Traveling,25-09-03,2003,9,9,45,2,1,1
Turdus amaurochalinus,-62.6998329,-19.7702427,S30765790,Bolivia,obs212296,S30765790,17,BO-S,L4800837,Traveling,09-03-03,2003,3,6,270,3.219,1,1
Turdus amaurochalinus,-48.4124944,-24.2666196,S42828659,Brazil,obs962124,S42828659,1,BR-SP,L6924028,Traveling,20-10-03,2003,10,8,180,4.828,2,1
Turdus amaurochalinus,-64.5896852,-32.5245805,S43891339,Argentina,obs428785,S43891339,2,AR-X,L7107731,Stationary,18-04-03,2003,4,9.5,60,0,1,1
Turdus amaurochalinus,-66.2954422,-14.650156,S88468888,Bolivia,obs1408101,S88468888,,BO-B,L9525618,Traveling,13-09-03,2003,9,16.75,120,3,3,1
Turdus amaurochalinus,-65.2938081,-24.1916873,S61033788,Argentina,obs272291,S61033788,,AR-Y,L10094065,Stationary,29-09-04,2004,9,17,30,0,1,1
Turdus amaurochalinus,-47.8323269,-15.8760661,S146157357,Brazil,obs1499208,S146157357,,BR-DF,L3114185,Traveling,29-08-04,2004,8,12,300,3,1,1
Turdus amaurochalinus,-64.9866199,-32.3289899,S23897742,Argentina,obs521880,S23897742,1,AR-D,L3719159,Traveling,14-03-04,2004,3,9,180,3,2,1
Turdus amaurochalinus,-66.1715381,-17.4102984,S26869392,Bolivia,obs279344,S26869392,1,BO-C,L4154715,Stationary,08-08-04,2004,8,15.58333333,10,0,1,1
Turdus amaurochalinus,-47.857734,-15.763369,S146157643,Brazil,obs1499208,S146157643,,BR-DF,L6083614,Traveling,30-08-04,2004,8,10,240,2,1,1
Turdus amaurochalinus,-63.2089381,-17.7845255,S41710089,Bolivia,obs527452,S41710089,10,BO-S,L6682283,Traveling,04-09-04,2004,9,13.5,270,3.219,2,1
Turdus amaurochalinus,-62.6784182,-30.9178365,S42207113,Argentina,obs428785,S42207113,2,AR-X,L680946,Stationary,24-02-04,2004,2,17,30,0,1,1
Turdus amaurochalinus,-62.4641667,-21.6022222,S46346799,Bolivia,obs1089184,S46346799,1,BO-T,L7528007,Traveling,24-07-04,2004,7,7,150,3.5,2,1
Turdus amaurochalinus,-54.1095961,-26.6269935,S57826611,Argentina,obs500739,S57826611,,AR-N,L9563962,Traveling,08-04-04,2004,4,14.5,180,3,3,1
Turdus amaurochalinus,-56.236855,-21.0916086,S127256613,Brazil,obs692284,S127256613,,BR-MS,L10046141,Traveling,24-09-05,2005,9,6,240,3,1,1
Turdus amaurochalinus,-42.5607958,-22.3705622,S102187440,Brazil,obs345243,S102187440,,BR-RJ,L10682851,Traveling,03-11-05,2005,11,15,120,2,9,1
Turdus amaurochalinus,-43.6075,-19.3539,S21575611,Brazil,obs534175,S21575611,1,BR-MG,L1123071,Traveling,14-10-05,2005,10,8,240,4.828,7,1
Turdus amaurochalinus,-54.4454506,-25.6804434,S70329842,Argentina,obs1312265,S70329842,4,AR-N,L11673587,Traveling,23-03-05,2005,3,15,150,2,1,1
Turdus amaurochalinus,-63.4711111,-21.3233333,S9229046,Bolivia,obs112693,S9229046,,BO-T,L1326655,Traveling,03-01-05,2005,1,9.166666667,75,0.805,1,1
Turdus amaurochalinus,-63.4161111,-21.8386111,S9229047,Bolivia,obs112693,S9229047,,BO-T,L1326657,Traveling,04-01-05,2005,1,10.83333333,155,0.483,1,1
Turdus amaurochalinus,-63.03,-21.8333333,S9229033,Bolivia,obs112693,S9229033,,BO-T,L1326658,Traveling,04-01-05,2005,1,15.25,25,0.322,1,1
Turdus amaurochalinus,-62.8972222,-21.8080556,S9229034,Bolivia,obs112693,S9229034,,BO-T,L1326660,Traveling,04-01-05,2005,1,16.91666667,20,0.161,1,1
Turdus amaurochalinus,-58.493854,-34.4683144,S11966712,Argentina,obs313423,S11966712,,AR-B,L1784948,Traveling,24-11-05,2005,11,13,180,1.207,1,1
Turdus amaurochalinus,-45.340879,-23.847,S12340511,Brazil,obs303979,S12340511,1,BR-SP,L1844696,Traveling,06-05-05,2005,5,7,3,2.993,3,1
Turdus amaurochalinus,-43.220695,-22.972981,S12401443,Brazil,obs303979,S12401443,,BR-RJ,L1854143,Traveling,03-05-05,2005,5,10.5,120,1.497,3,1
Turdus amaurochalinus,-62.6898766,-32.307302,S15315220,Argentina,obs422723,S15315220,1,AR-X,L2374775,Stationary,09-10-05,2005,10,10.5,30,0,3,1
Turdus amaurochalinus,-40.0681686,-19.1504872,S21621442,Brazil,obs534175,S21621442,1,BR-ES,L2429274,Traveling,20-10-05,2005,10,7,300,3.219,7,1
Turdus amaurochalinus,-49.14742,-26.7664371,S19615881,Brazil,obs360030,S19615881,,BR-SC,L3061479,Traveling,08-10-05,2005,10,14.5,180,2,2,1
Turdus amaurochalinus,-42.6033068,-21.9333033,S21639156,Brazil,obs534175,S21639156,1,BR-RJ,L3333017,Traveling,24-10-05,2005,10,14,90,1.609,7,1
Turdus amaurochalinus,-41.02675,-20.49277,S21593311,Brazil,obs534175,S21593311,1,BR-ES,L3600423,Traveling,17-10-05,2005,10,8,240,4.828,7,1
Turdus amaurochalinus,-49.200394,-26.658974,S19617602,Brazil,obs360030,S19617602,,BR-SC,L3685175,Traveling,02-11-05,2005,11,5.5,180,2,2,1
Turdus amaurochalinus,-56.4396617,-21.4613264,S127255119,Brazil,obs692284,S127255119,,BR-MS,L3721210,Traveling,17-09-05,2005,9,6.666666667,240,5,1,1
Turdus amaurochalinus,-49.1377687,-26.7763421,S19617130,Brazil,obs360030,S19617130,,BR-SC,L3804970,Traveling,22-10-05,2005,10,6,180,2,2,1
Turdus amaurochalinus,-64.995482,-14.6089169,S27178060,Bolivia,obs279344,S27178060,1,BO-B,L4198702,Traveling,14-09-05,2005,9,14.75,130,0.322,8,1
Turdus amaurochalinus,-42.913456,-22.488411,S102407712,Brazil,obs1129700,S102407712,2,BR-RJ,L6258680,Traveling,22-06-05,2005,6,9.516666667,240,4,1,1
Turdus amaurochalinus,-59.1563344,-34.5068042,S43577086,Argentina,obs496887,S43577086,1,AR-B,L7053936,Traveling,18-09-05,2005,9,11,90,1,1,1
Turdus amaurochalinus,-57.1843529,-28.5392906,S57879238,Argentina,obs500739,S57879238,,AR-W,L7653297,Traveling,01-09-05,2005,9,14,180,3,2,1
Turdus amaurochalinus,-48.6419602,-26.0814092,S9359052,Brazil,obs201857,S9359052,2,BR-SC,L1341457,Traveling,07-09-06,2006,9,14,240,2,1,1
Turdus amaurochalinus,-64.2238889,-13.1830556,S95133626,Bolivia,obs1089184,S95133626,1,BO-B,L16462101,Traveling,25-08-06,2006,8,7,180,5,3,1
Turdus amaurochalinus,-44.5305729,-22.3273177,S105059294,Brazil,obs1129700,S105059294,2,BR-RJ,L18157335,Traveling,02-05-06,2006,5,7.5,240,5,1,1
Turdus amaurochalinus,-67.5520902,-14.2950059,S103525282,Bolivia,obs2315114,S103525282,1,BO-L,L18181647,Traveling,16-07-06,2006,7,7,120,5,2,1
Turdus amaurochalinus,-64.8454564,-17.1613491,S112386536,Bolivia,obs1058232,S112386536,30,BO-C,L19516251,Traveling,28-07-06,2006,7,6.5,300,4,2,1
Turdus amaurochalinus,-65.2789485,-10.8571411,S18157518,Brazil,obs412230,S18157518,,BR-RO,L2818116,Traveling,05-08-06,2006,8,14.16666667,230,1.5,1,1
Turdus amaurochalinus,-65.2231264,-10.8965116,S18174380,Brazil,obs412230,S18174380,,BR-RO,L2820436,Traveling,07-08-06,2006,8,6.5,285,3,2,1
Turdus amaurochalinus,-49.1704166,-26.6433046,S19630818,Brazil,obs360030,S19630818,,BR-SC,L3043292,Traveling,11-11-06,2006,11,6,300,3,1,1
Turdus amaurochalinus,-48.0302578,-15.8321411,S24155603,Brazil,obs335836,S24155603,1,BR-DF,L3536051,Traveling,02-09-06,2006,9,7.5,240,2,3,1
Turdus amaurochalinus,-47.81049,-15.8226,S24162253,Brazil,obs335836,S24162253,1,BR-DF,L3771933,Traveling,17-09-06,2006,9,8,150,1,3,1
Turdus amaurochalinus,-47.7886498,-15.6406167,S24163272,Brazil,obs335836,S24163272,1,BR-DF,L3772019,Traveling,30-07-06,2006,7,7.666666667,180,1,1,1
Turdus amaurochalinus,-49.073721,-27.005093,S24563128,Brazil,obs360030,S24563128,,BR-SC,L3825897,Traveling,15-11-06,2006,11,6.5,300,2,2,1
Turdus amaurochalinus,-45.0551248,-22.1127182,S27788383,Brazil,obs661287,S27788383,,BR-MG,L3959195,Traveling,13-04-06,2006,4,9,180,3,1,1
Turdus amaurochalinus,-57.6598549,-25.3321573,S3310549,Paraguay,obs41831,S3310549,4,PY-ASU,L470701,Stationary,19-05-06,2006,5,14,30,0,2,1
Turdus amaurochalinus,-71.5945,-13.1620833,S144707714,Peru,obs2468415,S144707714,2,PE-CUS,L599441,Traveling,26-10-06,2006,10,9,300,3,10,1
Turdus amaurochalinus,-43.0728114,-22.3772023,S38035336,Brazil,obs203193,S38035336,,BR-RJ,L6066842,Traveling,02-09-06,2006,9,6,180,0.805,2,1
Turdus amaurochalinus,-68.754364,-11.0142621,S5609438,Bolivia,obs34033,S5609438,1,BO-N,L811816,Traveling,01-02-06,2006,2,7,100,2.897,1,1
Turdus amaurochalinus,-44.7110939,-22.4563834,S95455743,Brazil,obs162737,S95455743,2,BR-RJ,L972134,Traveling,12-09-06,2006,9,5.766666667,180,4,6,1
Turdus amaurochalinus,-56.4531833,-21.4590024,S104685413,Brazil,obs692284,S104685413,,BR-MS,L10096791,Traveling,04-10-07,2007,10,15.33333333,180,2,1,1
Turdus amaurochalinus,-48.6803073,-26.2278877,S14818833,Brazil,obs201857,S14818833,,BR-SC,L1034337,Traveling,20-07-07,2007,7,9,180,2,1,1
Turdus amaurochalinus,-63.155,-17.9,S9249565,Bolivia,obs112693,S9249565,,BO-S,L1327949,Traveling,02-09-07,2007,9,7,180,1.77,1,1
Turdus amaurochalinus,-63.1656,-17.91,S9249566,Bolivia,obs112693,S9249566,,BO-S,L1327950,Stationary,02-09-07,2007,9,9.5,60,0,1,1
Turdus amaurochalinus,-65.7048929,-26.8290447,S128187410,Argentina,obs1411808,S128187410,,AR-T,L22566925,Traveling,16-02-07,2007,2,9,120,2,2,1
Turdus amaurochalinus,-55.3755,-34.7976667,S32613346,Uruguay,obs521964,S32613346,,UY-MA,L2763322,Traveling,11-01-07,2007,1,8.5,120,1,2,1
Turdus amaurochalinus,-65.2744102,-27.4261172,S24864841,Argentina,obs419506,S24864841,1,AR-T,L3884021,Traveling,01-11-07,2007,11,12.5,90,5,2,1
Turdus amaurochalinus,-49.0380028,-27.0283833,S34958504,Brazil,obs360030,S34958504,,BR-SC,L5537659,Traveling,18-04-07,2007,4,6.5,8,3.219,4,1
Turdus amaurochalinus,-49.1570194,-27.1061056,S34958511,Brazil,obs360030,S34958511,,BR-SC,L5537664,Traveling,14-09-07,2007,9,6.5,10,3.219,4,1
Turdus amaurochalinus,-49.11195,-27.0077806,S34958513,Brazil,obs360030,S34958513,,BR-SC,L5537666,Traveling,15-11-07,2007,11,6.5,10,3.219,4,1
Turdus amaurochalinus,-71.3759142,-12.8712181,S123715516,Peru,obs486435,S123715516,1,PE-MDD,L7927352,Traveling,01-09-07,2007,9,15.5,150,2.414,9,1
Turdus amaurochalinus,-46.6421986,-23.4310403,S15561032,Brazil,obs300729,S15561032,1,BR-SP,L952126,Traveling,09-12-07,2007,12,10.5,180,4.828,2,1
Turdus amaurochalinus,-64.5196152,-23.7437903,S59516016,Argentina,obs267395,S59516016,2,AR-Y,L9877371,Traveling,23-07-07,2007,7,13,120,2,3,1
Turdus amaurochalinus,-58.3750428,-34.5951855,G1956910,Argentina,"obs95598,obs432890,obs523174","S12670049,S31944603,S37559987",,AR-C,L1894588,Stationary,04-01-06,2006,1,10,30,0,2,1
Turdus amaurochalinus,-46.2775,-20.3736,G10285623,Brazil,"obs149818,obs205067","S138717920,S24966203",1,BR-MG,L1123066,Stationary,06-11-07,2007,11,7.25,35,0,4,1
Turdus amaurochalinus,-43.618653,-19.312728,G10285638,Brazil,"obs149818,obs205067","S138717936,S24956291",2,BR-MG,L8076530,Traveling,04-11-07,2007,11,9.166666667,120,3.219,4,1
Turdus amaurochalinus,-64.4979858,-30.9805917,G734750,Argentina,"obs423266,obs426915","S15764912,S15766274",,AR-X,L2412959,Traveling,13-02-07,2007,2,14,300,3,5,1
Turdus amaurochalinus,-61.7847662,-28.5184529,G3335812,Argentina,"obs435325,obs539414","S37923109,S47124052",,AR-S,L6043935,Traveling,17-06-06,2006,6,13.66666667,300,3,4,1
Turdus amaurochalinus,-65.5078736,-24.7224423,G2531405,Argentina,"obs104040,obs60864","S38083199,S38088651",2,AR-A,L3081504,Traveling,19-11-07,2007,11,16,60,2,4,1
Turdus amaurochalinus,-63.5418333,-33.155,G3581750,Argentina,"obs428785,obs250534","S42416917,S49913336",3,AR-X,L2761828,Traveling,27-05-07,2007,5,17,60,3,2,1
Turdus amaurochalinus,-64.5150018,-32.0717224,G3207539,Argentina,obs601293,S45778538,,AR-X,L2763420,Traveling,22-12-07,2007,12,6.75,225,2.5,1,1
Turdus amaurochalinus,-55.6682118,-34.7646219,G3724994,Uruguay,"obs409046,obs229890,obs606943","S51338245,S51342297,S52369903",,UY-CA,L8373037,Traveling,08-11-03,2003,11,13,240,2,5,1
Turdus amaurochalinus,-55.3198603,-34.7459234,G3830321,Uruguay,"obs409046,obs229890","S51341102,S52395198",,UY-MA,L2761728,Traveling,09-11-03,2003,11,10,240,2,5,1
