scientific_name,longitude,latitude,checklist_id,country,observer_id,sampling_event_identifier,observation_count,state_code,locality_id,protocol_type,observation_date,year,month,time_observations_started,duration_minutes,effort_distance_km,number_observers,fid
Turdus amaurochalinus,-56.2014177,-34.8603818,S12317725,Uruguay,obs348227,S12317725,3,UY-MO,L1841273,Traveling,30-06-12,2012,6,3,120,1,2,1
Turdus amaurochalinus,-65.0546837,-32.3302954,S123122149,Argentina,obs1181384,S123122149,,AR-D,L2099560,Traveling,26-03-12,2012,3,9.083333333,180,2,3,1
Turdus amaurochalinus,-58.0685806,-34.8645247,S15230909,Argentina,obs239338,S15230909,1,AR-B,L2168779,Traveling,01-03-12,2012,3,17,150,3.219,1,1
Turdus amaurochalinus,-43.5066104,-20.382758,S14094708,Brazil,obs411023,S14094708,1,BR-MG,L2169506,Stationary,16-12-12,2012,12,16,120,0,1,1
Turdus amaurochalinus,-66.1058349,-17.3658354,S127894751,Bolivia,obs932635,S127894751,,BO-C,L22513598,Traveling,25-09-12,2012,9,6.333333333,130,1.2,2,1
Turdus amaurochalinus,-64.5283914,-30.8548582,S15308533,Argentina,obs428198,S15308533,3,AR-X,L2373852,Traveling,28-04-12,2012,4,7,240,4,1,1
Turdus amaurochalinus,-64.495368,-32.0919553,S15682626,Argentina,obs433235,S15682626,2,AR-X,L2424237,Traveling,09-01-12,2012,1,7.666666667,300,3,2,1
Turdus amaurochalinus,-54.8868333,-34.8076667,S26043147,Uruguay,obs521961,S26043147,,UY-MA,L2761560,Stationary,19-08-12,2012,8,15.38333333,50,0,1,1
Turdus amaurochalinus,-58.6196136,-27.290028,S88049302,Argentina,obs616524,S88049302,,AR-H,L2762188,Traveling,11-08-12,2012,8,7,300,5,3,1
Turdus amaurochalinus,-57.9562072,-34.844971,S22387700,Argentina,obs559056,S22387700,,AR-B,L2763352,Traveling,24-11-12,2012,11,8,300,3,1,1
Turdus amaurochalinus,-58.4791667,-34.492,S11874212,Argentina,obs308886,S11874212,,AR-B,L2763416,Traveling,26-10-12,2012,10,10.75,90,2,8,1
Turdus amaurochalinus,-64.3544555,-31.3639212,S18672731,Argentina,obs429240,S18672731,1,AR-X,L2837723,Traveling,22-01-12,2012,1,10.75,105,1,1,1
Turdus amaurochalinus,-41.7973995,-20.4385144,S70539831,Brazil,obs1058200,S70539831,1,BR-ES,L3019593,Stationary,07-10-12,2012,10,6.333333333,60,0,2,1
Turdus amaurochalinus,-58.6380351,-34.338298,S19516314,Argentina,obs529484,S19516314,1,AR-B,L3045220,Traveling,19-07-12,2012,7,15.66666667,120,3,3,1
Turdus amaurochalinus,-58.9503729,-27.3189524,S71980360,Argentina,obs429241,S71980360,2,AR-H,L3134671,Traveling,16-08-12,2012,8,8.016666667,110,2.5,2,1
Turdus amaurochalinus,-64.6157241,-31.3316544,S21654079,Argentina,obs559056,S21654079,,AR-X,L3334693,Stationary,20-01-12,2012,1,7,300,0,1,1
Turdus amaurochalinus,-63.5983515,-18.1051884,S11222306,Bolivia,obs220662,S11222306,1,BO-S,L3401986,Traveling,22-07-12,2012,7,23.5,60,3.219,4,1
Turdus amaurochalinus,-44.7365456,-23.0946914,S22118025,Brazil,obs556494,S22118025,,BR-RJ,L3447134,Traveling,13-11-12,2012,11,6.5,150,1.609,1,1
Turdus amaurochalinus,-64.2702341,-32.1793175,S23709706,Argentina,obs428198,S23709706,,AR-X,L3511502,Traveling,22-07-12,2012,7,9,300,5,8,1
Turdus amaurochalinus,-58.8965618,-34.2246863,S22762430,Argentina,obs287743,S22762430,,AR-B,L3701234,Traveling,09-12-12,2012,12,8,180,3.219,1,1
Turdus amaurochalinus,-56.4031649,-21.4918073,S60485507,Brazil,obs692284,S60485507,,BR-MS,L3721188,Traveling,30-05-12,2012,5,6,240,1,6,1
Turdus amaurochalinus,-46.8169954,-23.824349,S119219714,Brazil,obs656519,S119219714,1,BR-SP,L3836506,Traveling,18-07-12,2012,7,10,60,0.5,1,1
Turdus amaurochalinus,-46.36617,-20.25026,S24657967,Brazil,obs557268,S24657967,,BR-MG,L3855518,Stationary,02-12-12,2012,12,7.5,180,0,2,1
Turdus amaurochalinus,-50.0588079,-6.0644239,S78494661,Brazil,obs280745,S78494661,1,BR-PA,L4145783,Traveling,13-05-12,2012,5,9,120,4,1,1
Turdus amaurochalinus,-46.6363192,-23.4522231,S119218619,Brazil,obs656519,S119218619,1,BR-SP,L4402171,Traveling,24-06-12,2012,6,15,60,3,1,1
Turdus amaurochalinus,-57.5189209,-25.2496644,S10477186,Paraguay,obs41831,S10477186,3,PY-11,L470554,Traveling,09-04-12,2012,4,8,240,1.609,2,1
Turdus amaurochalinus,-57.5093937,-25.282808,S10478493,Paraguay,obs41831,S10478493,8,PY-11,L473689,Traveling,06-04-12,2012,4,7.5,240,1.609,1,1
Turdus amaurochalinus,-64.633333,-24.7,S41033897,Argentina,obs978621,S41033897,,AR-A,L4815195,Traveling,23-06-12,2012,6,8.75,240,5,1,1
Turdus amaurochalinus,-57.1742249,-28.5355205,S88101771,Argentina,obs616524,S88101771,,AR-W,L484766,Traveling,12-09-12,2012,9,7,300,5,2,1
Turdus amaurochalinus,-53.9816667,-26.5207167,S71647715,Argentina,obs429241,S71647715,1,AR-N,L495974,Stationary,12-08-12,2012,8,12.66666667,40,0,2,1
Turdus amaurochalinus,-54.1021667,-26.6323333,S71685195,Argentina,obs429241,S71685195,3,AR-N,L496012,Stationary,13-08-12,2012,8,11.25,110,0,2,1
Turdus amaurochalinus,-58.0099427,-31.5308509,S37865887,Argentina,obs919707,S37865887,,AR-E,L6032146,Traveling,08-02-12,2012,2,10,240,3,2,1
Turdus amaurochalinus,-54.9006343,-34.9095038,S12303314,Uruguay,obs54836,S12303314,1,UY-MA,L604230,Traveling,15-12-12,2012,12,3.283333333,40,0.998,10,1
Turdus amaurochalinus,-53.5389304,-33.6893886,S12277684,Uruguay,obs54836,S12277684,2,UY-RO,L604245,Traveling,12-12-12,2012,12,6.75,45,0.193,1,1
Turdus amaurochalinus,-67.7323437,-16.1861564,S11806963,Bolivia,obs220662,S11806963,2,BO-L,L751278,Traveling,20-09-12,2012,9,7.5,180,3.219,9,1
Turdus amaurochalinus,-45.206293,-23.520264,S46495407,Brazil,obs519133,S46495407,1,BR-SP,L7560717,Stationary,15-09-12,2012,9,12.5,80,0,3,1
Turdus amaurochalinus,-58.3869696,-34.7523765,S49325171,Argentina,obs530788,S49325171,,AR-B,L8050668,Stationary,26-10-12,2012,10,16.15,100,0,2,1
Turdus amaurochalinus,-59.6138763,-26.8058397,S72903679,Argentina,obs429241,S72903679,1,AR-H,L847584,Traveling,21-08-12,2012,8,14.75,80,3,2,1
Turdus amaurochalinus,-54.8276246,-27.0588869,S20226834,Argentina,obs535937,S20226834,,AR-N,L859262,Traveling,10-11-12,2012,11,14.5,90,4.828,7,1
Turdus amaurochalinus,-58.1289783,-25.1747967,S88078304,Argentina,obs616524,S88078304,,AR-P,L9220621,Traveling,21-08-12,2012,8,7,300,5,3,1
Turdus amaurochalinus,-58.1555558,-25.0901444,S72257795,Argentina,obs429241,S72257795,1,AR-P,L9222210,Stationary,19-08-12,2012,8,10.25,20,0,2,1
Turdus amaurochalinus,-54.5487607,-25.606856,S20228352,Argentina,obs535937,S20228352,,AR-N,L956073,Traveling,12-11-12,2012,11,16,60,3.219,7,1
Turdus amaurochalinus,-54.4481071,-25.6754131,S71918402,Argentina,obs137063,S71918402,2,AR-N,L9666703,Traveling,22-11-12,2012,11,7.75,180,1,9,1
Turdus amaurochalinus,-66.1402702,-17.4159211,S11806981,Bolivia,obs220662,S11806981,30,BO-C,L997348,Traveling,17-09-12,2012,9,5.5,60,1.609,9,1
Turdus amaurochalinus,-56.5455475,-20.9733265,S60721178,Brazil,obs692284,S60721178,,BR-MS,L10046268,Traveling,10-03-13,2013,3,6,120,1,2,1
Turdus amaurochalinus,-53.8992691,-27.1505053,S20280586,Argentina,obs541066,S20280586,1,AR-N,L1068495,Traveling,19-09-13,2013,9,8,300,4,8,1
Turdus amaurochalinus,-48.6405426,-26.0816713,S15783685,Brazil,obs412230,S15783685,6,BR-SC,L1417154,Traveling,26-11-13,2013,11,6.5,135,1,2,1
Turdus amaurochalinus,-57.1731547,-28.5366539,S88271734,Argentina,obs616524,S88271734,,AR-W,L14963071,Stationary,27-05-13,2013,5,7,300,0,1,1
Turdus amaurochalinus,-45.8791902,-23.1389772,S143360600,Brazil,obs958165,S143360600,1,BR-SP,L15434384,Traveling,08-06-13,2013,6,7.083333333,195,2,1,1
Turdus amaurochalinus,-45.0130725,-23.4037104,S14249946,Brazil,obs6441,S14249946,2,BR-SP,L1546447,Traveling,26-05-13,2013,5,15.86666667,120,1.609,1,1
Turdus amaurochalinus,-58.5181189,-34.7329898,S68120570,Argentina,obs981593,S68120570,1,AR-B,L16802913,Traveling,15-11-13,2013,11,10,180,4.828,2,1
Turdus amaurochalinus,-64.5500744,-31.4900704,S68120571,Argentina,obs981593,S68120571,2,AR-X,L16803393,Traveling,16-11-13,2013,11,14.5,120,4.828,7,1
Turdus amaurochalinus,-54.1122365,-26.6358848,S12822516,Argentina,obs112517,S12822516,1,AR-N,L1856750,Traveling,13-01-13,2013,1,6.75,120,0.4,1,1
Turdus amaurochalinus,-42.77114,-22.4525,S12501488,Brazil,obs121883,S12501488,2,BR-RJ,L1863569,Traveling,04-01-13,2013,1,15.5,240,4.828,3,1
Turdus amaurochalinus,-42.79414,-22.4711,S12475628,Brazil,obs121883,S12475628,1,BR-RJ,L1863570,Traveling,03-01-13,2013,1,16,100,1.609,3,1
Turdus amaurochalinus,-63.1960837,-17.834695,S12623326,Bolivia,obs125350,S12623326,25,BO-S,L1888477,Traveling,15-01-13,2013,1,15.5,180,1.5,3,1
Turdus amaurochalinus,-58.0914974,-32.2723655,S12969174,Uruguay,obs361109,S12969174,1,UY-PA,L1940318,Traveling,15-02-13,2013,2,19.5,15,3,2,1
Turdus amaurochalinus,-58.0962905,-32.2654551,S13008152,Uruguay,obs361109,S13008152,1,UY-PA,L1956530,Traveling,16-02-13,2013,2,17,15,1,1,1
Turdus amaurochalinus,-66.153,-17.374,S13531786,Bolivia,obs112693,S13531786,5,BO-C,L2083196,Traveling,26-03-13,2013,3,15.58333333,55,0.1,1,1
Turdus amaurochalinus,-43.0757618,-22.321394,S15835723,Brazil,obs237658,S15835723,3,BR-RJ,L2135231,Traveling,24-11-13,2013,11,10.01666667,300,1.996,2,1
Turdus amaurochalinus,-56.2000036,-34.8593131,S13987284,Uruguay,obs409046,S13987284,,UY-MO,L2152850,Traveling,06-03-13,2013,3,15,60,1,2,1
Turdus amaurochalinus,-58.3753191,-34.5943728,S14449212,Argentina,obs274194,S14449212,2,AR-C,L2237072,Traveling,16-06-13,2013,6,11,120,3,1,1
Turdus amaurochalinus,-56.3425255,-34.7885719,S14452328,Uruguay,obs193348,S14452328,1,UY-MO,L2237774,Traveling,17-06-13,2013,6,8,60,1.609,3,1
Turdus amaurochalinus,-56.5292931,-34.7251069,S14452383,Uruguay,obs193348,S14452383,2,UY-SJ,L2237789,Traveling,17-06-13,2013,6,9.25,90,4.023,3,1
Turdus amaurochalinus,-69.2292738,-32.9697876,S14572925,Argentina,obs192625,S14572925,1,AR-M,L2263207,Traveling,22-06-13,2013,6,12,120,3,2,1
Turdus amaurochalinus,-69.5846128,-13.0773464,S14928717,Peru,obs169881,S14928717,1,PE-MDD,L2312008,Stationary,10-07-13,2013,7,6,150,0,1,1
Turdus amaurochalinus,-46.0473704,-23.385395,S14968861,Brazil,obs423757,S14968861,2,BR-SP,L2327290,Traveling,03-08-13,2013,8,7.5,120,3.219,2,1
Turdus amaurochalinus,-64.4006807,-31.2322017,S15074081,Argentina,obs420155,S15074081,,AR-X,L2342295,Traveling,01-09-13,2013,9,10,120,4.828,1,1
Turdus amaurochalinus,-64.3472376,-31.2598663,S15080898,Argentina,obs420155,S15080898,,AR-X,L2343285,Traveling,01-09-13,2013,9,8.5,45,0.5,1,1
Turdus amaurochalinus,-64.3048507,-31.2787778,S15081187,Argentina,obs420155,S15081187,,AR-X,L2343339,Stationary,31-08-13,2013,8,3,120,0,1,1
Turdus amaurochalinus,-62.7007985,-32.6271232,S15400612,Argentina,obs422723,S15400612,3,AR-X,L2343814,Traveling,12-10-13,2013,10,15,120,2,2,1
Turdus amaurochalinus,-58.4824133,-34.5924843,S15569559,Argentina,obs433802,S15569559,,AR-C,L2347597,Traveling,19-10-13,2013,10,9.5,180,3,10,1
Turdus amaurochalinus,-55.81616,-15.4781,S15142143,Brazil,obs37316,S15142143,2,BR-MT,L2351148,Traveling,10-09-13,2013,9,8.416666667,223,3.1,1,1
Turdus amaurochalinus,-44.606374,-22.327141,S15157171,Brazil,obs124466,S15157171,1,BR-MG,L2354007,Traveling,12-09-13,2013,9,6.166666667,97,0.097,1,1
Turdus amaurochalinus,-60.8045197,-32.9372338,S15242618,Argentina,obs428541,S15242618,2,AR-S,L2364766,Traveling,22-09-13,2013,9,14,240,2,3,1
Turdus amaurochalinus,-42.4505633,-22.2662071,S15253168,Brazil,obs237658,S15253168,1,BR-RJ,L2366106,Traveling,22-09-13,2013,9,8,240,1.609,2,1
Turdus amaurochalinus,-47.6991177,-15.6619658,S15261837,Brazil,obs428855,S15261837,2,BR-DF,L2367229,Traveling,25-09-13,2013,9,16.5,90,3,1,1
Turdus amaurochalinus,-58.6998653,-34.4949561,S15610487,Argentina,obs429106,S15610487,,AR-B,L2369079,Traveling,08-11-13,2013,11,8.5,120,2,2,1
Turdus amaurochalinus,-68.8322639,-32.900056,S15353763,Argentina,obs428198,S15353763,5,AR-M,L2379762,Stationary,05-10-13,2013,10,10,300,0,1,1
Turdus amaurochalinus,-57.2306585,-35.2727864,S15401947,Argentina,obs430966,S15401947,2,AR-B,L2386846,Traveling,12-10-13,2013,10,10.16666667,300,5,7,1
Turdus amaurochalinus,-57.7030063,-25.3374095,S15524571,Argentina,obs432735,S15524571,4,AR-P,L2403791,Traveling,30-10-13,2013,10,9.916666667,120,2,10,1
Turdus amaurochalinus,-58.4793234,-34.490615,S15531734,Argentina,obs426915,S15531734,,AR-B,L2404918,Traveling,14-10-13,2013,10,11.5,90,1,3,1
Turdus amaurochalinus,-64.5635605,-31.9656342,S15545142,Argentina,obs433393,S15545142,1,AR-X,L2407045,Traveling,19-07-13,2013,7,9.5,120,1,1,1
Turdus amaurochalinus,-58.50428,-34.7074,S15552191,Argentina,obs433393,S15552191,2,AR-B,L2408080,Traveling,03-11-13,2013,11,10.75,30,1.5,1,1
Turdus amaurochalinus,-46.3648952,-20.2471114,S15712914,Brazil,obs152076,S15712914,1,BR-MG,L2428356,Stationary,18-10-13,2013,10,8,45,0,1,1
Turdus amaurochalinus,-68.9225578,-32.8801278,S48425107,Argentina,obs496887,S48425107,,AR-M,L2441417,Traveling,06-12-13,2013,12,14,240,3,1,1
Turdus amaurochalinus,-58.4161949,-34.659334,S15827599,Argentina,obs420155,S15827599,,AR-C,L2443980,Traveling,01-12-13,2013,12,8.25,120,4,9,1
Turdus amaurochalinus,-66.736,-16.743,S16087009,Bolivia,obs156275,S16087009,20,BO-C,L2461567,Traveling,11-11-13,2013,11,6.5,180,2,2,1
Turdus amaurochalinus,-66.789,-16.762,S16101542,Bolivia,obs156275,S16101542,1,BO-L,L2461570,Traveling,22-11-13,2013,11,5.833333333,300,2,1,1
Turdus amaurochalinus,-57.2844315,-28.5380842,S17910950,Argentina,obs433235,S17910950,1,AR-W,L2464776,Traveling,17-05-13,2013,5,8.25,240,3,1,1
Turdus amaurochalinus,-57.5745392,-25.2469085,S15969239,Paraguay,obs41831,S15969239,15,PY-ASU,L2467484,Traveling,29-11-13,2013,11,8.5,180,1.609,2,1
Turdus amaurochalinus,-58.8743591,-34.4239033,S15980266,Argentina,obs92721,S15980266,2,AR-B,L2468677,Stationary,16-11-13,2013,11,12,240,0,1,1
Turdus amaurochalinus,-64.4721186,-31.0241633,S15997291,Argentina,obs220662,S15997291,1,AR-X,L2470673,Stationary,16-12-13,2013,12,9,120,0,2,1
Turdus amaurochalinus,-58.8887787,-34.2125214,S16027107,Argentina,obs220662,S16027107,2,AR-B,L2475074,Traveling,20-12-13,2013,12,9,60,1.609,2,1
Turdus amaurochalinus,-58.4797418,-34.4925244,S16046343,Argentina,obs336789,S16046343,,AR-B,L2478556,Traveling,21-12-13,2013,12,14,120,3.219,2,1
Turdus amaurochalinus,-62.6909924,-20.0089194,S16064602,Bolivia,obs156275,S16064602,2,BO-S,L2481001,Traveling,02-11-13,2013,11,11.66666667,150,4,2,1
Turdus amaurochalinus,-66.7247772,-16.7449207,S16086854,Bolivia,obs156275,S16086854,4,BO-C,L2484813,Traveling,10-11-13,2013,11,6.25,240,4,1,1
Turdus amaurochalinus,-58.671424,-33.502181,S40380789,Argentina,obs438515,S40380789,,AR-E,L2507409,Traveling,10-11-13,2013,11,9,240,5,1,1
Turdus amaurochalinus,-40.5996752,-19.9361692,S15721280,Brazil,obs152076,S15721280,1,BR-ES,L2513927,Traveling,03-11-13,2013,11,14,120,0.322,1,1
Turdus amaurochalinus,-54.9155144,-34.8782967,S26014112,Uruguay,obs521961,S26014112,3,UY-MA,L2762433,Traveling,05-01-13,2013,1,7.5,240,4,1,1
Turdus amaurochalinus,-64.2472744,-31.1744755,S24470711,Argentina,obs532197,S24470711,2,AR-X,L2762762,Traveling,13-11-13,2013,11,9,180,5,1,1
Turdus amaurochalinus,-65.0333333,-32.35,S23824975,Argentina,obs630603,S23824975,1,AR-D,L2763496,Traveling,03-03-13,2013,3,9.616666667,180,3,1,1
Turdus amaurochalinus,-64.5925,-18.09937,S16106195,Bolivia,obs156275,S16106195,9,BO-C,L2995497,Traveling,01-12-13,2013,12,9.25,65,1.5,1,1
Turdus amaurochalinus,-42.58484,-22.351568,S31120158,Brazil,obs101732,S31120158,,BR-RJ,L3042326,Traveling,12-11-13,2013,11,8,240,3.219,5,1
Turdus amaurochalinus,-64.4815063,-31.107037,S20542875,Argentina,obs541066,S20542875,1,AR-X,L3128219,Traveling,02-03-13,2013,3,10,180,2,2,1
Turdus amaurochalinus,-64.4684601,-31.1384848,S20347135,Argentina,obs541066,S20347135,1,AR-X,L3137017,Traveling,03-03-13,2013,3,10,240,3.5,2,1
Turdus amaurochalinus,-47.5394082,-22.358768,S24580557,Brazil,obs611666,S24580557,1,BR-SP,L3842338,Traveling,02-06-13,2013,6,7.283333333,190,1.5,2,1
Turdus amaurochalinus,-40.06884,-19.380947,S25670280,Brazil,obs648594,S25670280,1,BR-ES,L3951719,Stationary,26-07-13,2013,7,7.333333333,20,0,1,1
Turdus amaurochalinus,-64.264925,-31.141925,S26039596,Argentina,obs542479,S26039596,,AR-X,L4032792,Stationary,10-04-13,2013,4,8,300,0,2,1
Turdus amaurochalinus,-44.5492,-22.9779,S59717255,Brazil,obs692284,S59717255,,BR-RJ,L4140691,Traveling,10-09-13,2013,9,6.5,240,2,3,1
Turdus amaurochalinus,-43.48618,-20.1002389,S36092307,Brazil,obs290902,S36092307,,BR-MG,L4437409,Traveling,12-11-13,2013,11,15.5,150,5,4,1
Turdus amaurochalinus,-65.5747094,-28.0675084,S30667285,Argentina,obs644969,S30667285,,AR-K,L4613423,Stationary,09-09-13,2013,9,9.883333333,40,0,1,1
Turdus amaurochalinus,-54.455452,-25.6833032,S43408790,Argentina,obs428785,S43408790,1,AR-N,L472205,Traveling,30-03-13,2013,3,12,60,2,2,1
Turdus amaurochalinus,-45.8902389,-23.1701626,S134221604,Brazil,obs958165,S134221604,1,BR-SP,L4915357,Traveling,03-08-13,2013,8,7.333333333,190,0.2,1,1
Turdus amaurochalinus,-43.9962745,-19.8547073,S60799087,Brazil,obs692284,S60799087,,BR-MG,L4956809,Traveling,11-07-13,2013,7,9.5,120,2,4,1
Turdus amaurochalinus,-64.9922419,-32.3200124,S44199245,Argentina,obs496887,S44199245,,AR-D,L5837671,Traveling,08-12-13,2013,12,8,180,1,1,1
Turdus amaurochalinus,-43.0000591,-22.4718752,S15116730,Brazil,obs124466,S15116730,1,BR-RJ,L612846,Traveling,05-09-13,2013,9,8.183333333,183,1.996,7,1
Turdus amaurochalinus,-42.5608206,-22.2189134,S15116466,Brazil,obs124466,S15116466,2,BR-RJ,L613354,Traveling,03-09-13,2013,9,14.46666667,122,1.996,5,1
Turdus amaurochalinus,-60.7362843,-32.9025783,S39241003,Argentina,obs539414,S39241003,15,AR-S,L6257019,Traveling,28-04-13,2013,4,14.5,155,1.4,2,1
Turdus amaurochalinus,-54.5639205,-25.6048436,S43407568,Argentina,obs428785,S43407568,2,AR-N,L7023892,Stationary,29-03-13,2013,3,10,60,0,2,1
Turdus amaurochalinus,-45.05881,-23.39938,S16282030,Brazil,obs100700,S16282030,1,BR-SP,L786369,Traveling,30-10-13,2013,10,6,150,1.609,2,1
Turdus amaurochalinus,-44.996436,-23.397654,S52291717,Brazil,obs1136585,S52291717,,BR-SP,L8541629,Stationary,22-02-13,2013,2,13.5,60,0,2,1
Turdus amaurochalinus,-44.6242332,-22.406585,S60721764,Brazil,obs692284,S60721764,,BR-RJ,L935809,Stationary,21-03-13,2013,3,8,180,0,1,1
Turdus amaurochalinus,-61.98349,-16.1131113,S15899239,Bolivia,obs220662,S15899239,2,BO-S,L997507,Traveling,12-10-13,2013,10,5,240,4.828,1,1
Turdus amaurochalinus,-57.9541935,-35.022738,G429594,Argentina,"obs139234,obs308886","S10989375,S10995269",,AR-B,L1588492,Traveling,15-06-12,2012,6,15,120,1.207,2,1
Turdus amaurochalinus,-63.208251,-17.7437519,G8414521,Bolivia,"obs546709,obs319540","S110639929,S23062466",,BO-S,L3591278,Traveling,01-07-08,2008,7,8,240,3.219,2,1
Turdus amaurochalinus,-63.8526678,-18.7877737,G3595356,Bolivia,"obs220662,obs151424","S11923773,S50060520",1,BO-S,L1793444,Traveling,19-10-12,2012,10,8.5,180,4.828,2,1
Turdus amaurochalinus,-54.1810967,-25.8657477,G492861,Argentina,"obs131080,obs344510,obs410094","S12128612,S12129554,S14052110",6,AR-N,L1813596,Traveling,19-11-12,2012,11,6,90,2.414,2,1
Turdus amaurochalinus,-68.9794111,-12.5107485,G493173,Peru,"obs152889,obs207545","S12132794,S12134582",1,PE-MDD,L1814225,Traveling,28-10-12,2012,10,7.25,90,1,10,1
Turdus amaurochalinus,-46.5228939,-23.4919417,G9225819,Brazil,"obs511116,obs1543390","S123074394,S123074577",1,BR-SP,L1128514,Stationary,14-05-11,2011,5,8.666666667,255,0,2,1
Turdus amaurochalinus,-42.958999,-22.4142518,G956027,Brazil,"obs172079,obs195749","S12488980,S19101254",1,BR-RJ,L1865730,Stationary,04-09-12,2012,9,15,60,0,8,1
Turdus amaurochalinus,-43.488417,-20.097742,G9670727,Brazil,"obs252043,obs178682","S128449784,S15692204",3,BR-MG,L3264211,Traveling,15-10-09,2009,10,5.583333333,190,4,3,1
Turdus amaurochalinus,-64.9594116,-14.7600263,G10470877,Bolivia,"obs18062,obs1586541","S13129384,S142405911",1,BO-B,L1987084,Traveling,25-04-12,2012,4,15.08333333,85,1,2,1
Turdus amaurochalinus,-64.9734879,-14.7948828,G10470876,Bolivia,"obs18062,obs1586541","S13129488,S142405910",1,BO-B,L1987113,Traveling,25-04-12,2012,4,16.61666667,52,2.5,2,1
Turdus amaurochalinus,-66.2277778,-17.4405556,G578092,Bolivia,"obs112693,obs293684","S13205195,S13533568",1,BO-C,L2025976,Stationary,23-02-13,2013,2,10.91666667,35,0,2,1
Turdus amaurochalinus,-66.2200846,-17.4317264,G582492,Bolivia,"obs112693,obs293722,obs402345,obs293684","S13590015,S13598283,S13611533,S13714228",2,BO-C,L3005436,Traveling,30-03-13,2013,3,10.16666667,70,1,6,1
Turdus amaurochalinus,-66.22,-17.433,G336744,Bolivia,"obs411777,obs112693,obs293684,obs293722,obs293975","S14139668,S9516113,S9533044,S9538322,S9556110",8,BO-C,L1365338,Traveling,06-01-12,2012,1,7.416666667,300,4,5,1
Turdus amaurochalinus,-66.1297774,-17.3781017,G629697,Bolivia,"obs293722,obs411777,obs402345,obs415730","S14216079,S14236489,S14263144,S14399321",3,BO-C,L2188978,Traveling,22-05-13,2013,5,7.366666667,120,1,5,1
Turdus amaurochalinus,-65.7673289,-17.162182,G10466360,Bolivia,"obs350685,obs995127","S142306731,S142306746",1,BO-C,L997183,Traveling,09-07-13,2013,7,7,210,3.219,5,1
Turdus amaurochalinus,-66.3299668,-17.2759701,G10469916,Bolivia,"obs350685,obs995127","S142383005,S142383033",10,BO-C,L1059424,Traveling,11-07-13,2013,7,7,180,2.414,5,1
Turdus amaurochalinus,-66.1385322,-17.377344,G665579,Bolivia,"obs415326,obs293722","S14713338,S14762725",,BO-C,L2288543,Traveling,20-07-13,2013,7,7.666666667,110,1,2,1
Turdus amaurochalinus,-66.1343908,-17.4083865,G665580,Bolivia,obs293722,S14762726,,BO-C,L2272672,Traveling,06-07-13,2013,7,7.666666667,160,4,2,1
Turdus amaurochalinus,-46.355803,-23.1988308,G682683,Brazil,"obs419927,obs420253","S15021335,S15021364",1,BR-SP,L2334313,Stationary,26-08-13,2013,8,17.16666667,50,0,2,1
Turdus amaurochalinus,-55.6404948,-28.1763941,G715634,Argentina,"obs426825,obs429235","S15477600,S15480468",,AR-W,L2396742,Traveling,13-10-13,2013,10,15,180,1,2,1
Turdus amaurochalinus,-66.1314297,-17.3938597,G722365,Bolivia,"obs51707,obs156275","S15577488,S15578591",12,BO-C,L2411210,Traveling,05-11-13,2013,11,17.5,60,3.219,3,1
Turdus amaurochalinus,-58.4804285,-34.4928451,G733010,Argentina,"obs423266,obs426915,obs433100","S15581707,S15742542,S15750343",,AR-B,L2411606,Traveling,14-10-13,2013,10,10.75,180,1,3,1
Turdus amaurochalinus,-64.7711527,-17.1146247,G729425,Bolivia,"obs293722,obs411777","S15675165,S15692327",5,BO-C,L2423153,Traveling,16-08-13,2013,8,16.5,120,1,3,1
Turdus amaurochalinus,-71.2401581,-12.6322981,G1476360,Peru,"obs60422,obs151236,obs413039,obs238554","S15842853,S25975326,S25978751,S25983993",1,PE-MDD,L2372696,Traveling,08-10-13,2013,10,7,120,1.609,6,1
Turdus amaurochalinus,-64.56,-17.93,G754348,Bolivia,obs51707,S15918576,30,BO-S,L2461573,Traveling,01-12-13,2013,12,5.5,150,1.609,1,1
Turdus amaurochalinus,-66.131155,-17.4106437,G1158784,Bolivia,"obs195833,obs549802","S15926782,S22056543",1,BO-C,L2462190,Traveling,14-01-10,2010,1,6.5,270,3,3,1
Turdus amaurochalinus,-57.8952026,-34.8359273,G746863,Argentina,"obs240862,obs243813","S15995292,S16236192",,AR-B,L2470451,Traveling,16-12-13,2013,12,5,300,4,2,1
Turdus amaurochalinus,-66.741,-16.741,G754739,Bolivia,"obs156275,obs51707,obs297849","S16076807,S16110071,S16180682",5,BO-L,L2461566,Traveling,06-11-13,2013,11,15.5,150,1,3,1
Turdus amaurochalinus,-58.8885212,-34.2804108,G762029,Argentina,"obs217001,obs429465,obs430982","S16214922,S16216670,S16272445",,AR-B,L2478952,Traveling,20-10-12,2012,10,9,180,4,6,1
Turdus amaurochalinus,-65.3960109,-26.6602932,G897537,Argentina,"obs243813,obs428007","S18358047,S18358559",,AR-T,L2846577,Stationary,22-12-13,2013,12,16.5,250,0,2,1
Turdus amaurochalinus,-45.5721688,-22.71826,G904082,Brazil,"obs361884,obs177950","S18447759,S6852372",1,BR-SP,L989768,Traveling,28-08-10,2010,8,5.833333333,115,3.5,3,1
Turdus amaurochalinus,-63.8772422,-18.1830503,G1557202,Bolivia,"obs345071,obs360378","S22692167,S26970330",,BO-S,L994628,Stationary,14-12-13,2013,12,12.91666667,10,0,1,1
